Row,Col,K Value
59,61,-4.20878303999998984e+13
59,65,1.75365959999999570e+13
60,54,-1.37292955799999900e+16
60,60,2.74585911600000000e+16
60,66,-1.37292955800000100e+16
61,55,-7.36537031999998281e+13
61,59,-4.20878303999998984e+13
61,61,1.47307406399999969e+14
61,65,1.05219576000001484e+13
61,67,-7.36537032000001406e+13
61,71,3.15658728000000586e+13
62,56,-1.14095519999999727e+13
62,58,6.51974399999998535e+12
62,62,2.28191039999999922e+13
62,64,-1.62993600000002344e+12
62,68,-1.14095520000000215e+13
62,70,-4.88980800000000977e+12
63,57,-1.05572564999999959e+05
63,63,2.11145130000000063e+05
63,69,-1.05572565000000090e+05
64,56,-4.88980799999998828e+12
64,58,2.71655999999999316e+12
64,62,-1.62993600000002344e+12
64,64,5.97643200000000195e+12
64,68,6.51974400000001172e+12
64,70,2.71656000000000537e+12
65,55,3.15658727999999219e+13
65,59,1.75365959999999570e+13
65,61,1.05219576000001641e+13
65,65,3.85805112000000156e+13
65,67,-4.20878304000000859e+13
65,71,1.75365960000000352e+13
66,60,-1.37292955800000100e+16
66,66,2.74585911600000200e+16
66,72,-1.37292955800000100e+16
67,61,-7.36537032000001406e+13
67,65,-4.20878304000000703e+13
67,67,1.47307406400000281e+14
67,71,1.05219576000000117e+13
67,73,-7.36537032000001406e+13
67,77,3.15658728000000586e+13
68,62,-1.14095520000000215e+13
68,64,6.51974400000001172e+12
68,68,2.28191040000000430e+13
68,70,-1.62993600000000195e+12
68,74,-1.14095520000000215e+13
68,76,-4.88980800000000977e+12
69,63,-1.05572565000000090e+05
69,69,2.11145130000000179e+05
69,75,-1.05572565000000090e+05
70,62,-4.88980800000000977e+12
70,64,2.71656000000000537e+12
70,68,-1.62993600000000195e+12
70,70,5.97643200000001074e+12
70,74,6.51974400000001172e+12
70,76,2.71656000000000537e+12
71,61,3.15658728000000625e+13
71,65,1.75365960000000352e+13
71,67,1.05219576000000234e+13
71,71,3.85805112000000781e+13
71,73,-4.20878304000000859e+13
71,77,1.75365960000000352e+13
72,66,-1.37292955800000100e+16
72,72,2.74585911600000000e+16
72,78,-1.37292955799999900e+16
73,67,-7.36537032000001406e+13
73,71,-4.20878304000000703e+13
73,73,1.47307406399999969e+14
73,77,1.05219575999998398e+13
73,79,-7.36537031999998281e+13
73,83,3.15658727999999219e+13
74,68,-1.14095520000000215e+13
74,70,6.51974400000001172e+12
74,74,2.28191039999999922e+13
74,76,-1.62993599999997559e+12
74,80,-1.14095519999999727e+13
74,82,-4.88980799999998828e+12
75,69,-1.05572565000000090e+05
75,75,2.11145130000000063e+05
75,81,-1.05572564999999959e+05
76,68,-4.88980800000000977e+12
76,70,2.71656000000000537e+12
76,74,-1.62993599999997461e+12
76,76,5.97643199999999414e+12
76,80,6.51974399999998438e+12
76,82,2.71655999999999316e+12
77,67,3.15658728000000625e+13
77,71,1.75365960000000352e+13
77,73,1.05219575999998359e+13
77,77,3.85805111999999688e+13
77,79,-4.20878303999998984e+13
77,83,1.75365959999999570e+13
78,72,-1.37292955799999900e+16
78,78,2.74585911599999800e+16
78,84,-1.37292955799999900e+16
79,73,-7.36537031999998281e+13
79,77,-4.20878303999998984e+13
79,79,1.47307406399999656e+14
79,83,1.05219575999999766e+13
79,85,-7.36537031999998281e+13
79,89,3.15658727999999219e+13
80,74,-1.14095519999999727e+13
80,76,6.51974399999998535e+12
80,80,2.28191039999999453e+13
80,82,-1.62993599999999707e+12
80,86,-1.14095519999999727e+13
80,88,-4.88980799999998828e+12
81,75,-1.05572564999999959e+05
81,81,2.11145129999999917e+05
81,87,-1.05572564999999959e+05
82,74,-4.88980799999998828e+12
82,76,2.71655999999999316e+12
82,80,-1.62993599999999609e+12
82,82,5.97643199999998535e+12
82,86,6.51974399999998438e+12
82,88,2.71655999999999316e+12
83,73,3.15658727999999219e+13
83,77,1.75365959999999570e+13
83,79,1.05219575999999766e+13
83,83,3.85805111999999062e+13
83,85,-4.20878303999998984e+13
83,89,1.75365959999999570e+13
84,78,-1.37292955799999900e+16
84,84,2.74585911600000160e+16
84,90,-1.37292955800000260e+16
85,79,-7.36537031999998281e+13
85,83,-4.20878303999998984e+13
85,85,1.47307406400000250e+14
85,89,1.05219576000003281e+13
85,91,-7.36537032000004375e+13
85,95,3.15658728000001914e+13
86,80,-1.14095519999999727e+13
86,82,6.51974399999998535e+12
86,86,2.28191040000000430e+13
86,88,-1.62993600000005078e+12
86,92,-1.14095520000000703e+13
86,94,-4.88980800000002930e+12
87,81,-1.05572564999999959e+05
87,87,2.11145130000000179e+05
87,93,-1.05572565000000221e+05
88,80,-4.88980799999998828e+12
88,82,2.71655999999999316e+12
88,86,-1.62993600000005078e+12
88,88,5.97643200000001758e+12
88,92,6.51974400000003906e+12
88,94,2.71656000000001611e+12
89,79,3.15658727999999219e+13
89,83,1.75365959999999570e+13
89,85,1.05219576000003281e+13
89,89,3.85805112000001172e+13
89,91,-4.20878304000002500e+13
89,95,1.75365960000001074e+13
90,84,-1.37292955800000260e+16
90,90,2.74585911600000160e+16
90,96,-1.37292955799999900e+16
91,85,-7.36537032000004375e+13
91,89,-4.20878304000002500e+13
91,91,1.47307406400000250e+14
91,95,1.05219575999997070e+13
91,97,-7.36537031999998281e+13
91,101,3.15658727999999219e+13
92,86,-1.14095520000000703e+13
92,88,6.51974400000003906e+12
92,92,2.28191040000000430e+13
92,94,-1.62993599999995605e+12
92,98,-1.14095519999999727e+13
92,100,-4.88980799999998828e+12
93,87,-1.05572565000000221e+05
93,93,2.11145130000000179e+05
93,99,-1.05572564999999959e+05
94,86,-4.88980800000002832e+12
94,88,2.71656000000001611e+12
94,92,-1.62993599999995605e+12
94,94,5.97643200000000391e+12
94,98,6.51974399999998438e+12
94,100,2.71655999999999316e+12
95,85,3.15658728000001875e+13
95,89,1.75365960000001074e+13
95,91,1.05219575999997109e+13
95,95,3.85805112000000312e+13
95,97,-4.20878303999998984e+13
95,101,1.75365959999999570e+13
96,90,-1.37292955799999900e+16
96,96,2.74585911599999800e+16
96,102,-1.37292955799999900e+16
97,91,-7.36537031999998281e+13
97,95,-4.20878303999998984e+13
97,97,1.47307406399999656e+14
97,101,1.05219575999999766e+13
97,103,-7.36537031999998281e+13
97,107,3.15658727999999219e+13
98,92,-1.14095519999999727e+13
98,94,6.51974399999998535e+12
98,98,2.28191039999999453e+13
98,100,-1.62993599999999707e+12
98,104,-1.14095519999999727e+13
98,106,-4.88980799999998828e+12
99,93,-1.05572564999999959e+05
99,99,2.11145129999999917e+05
99,105,-1.05572564999999959e+05
100,92,-4.88980799999998828e+12
100,94,2.71655999999999316e+12
100,98,-1.62993599999999609e+12
100,100,5.97643199999998535e+12
100,104,6.51974399999998438e+12
100,106,2.71655999999999316e+12
101,91,3.15658727999999219e+13
101,95,1.75365959999999570e+13
101,97,1.05219575999999766e+13
101,101,3.85805111999999062e+13
101,103,-4.20878303999998984e+13
101,107,1.75365959999999570e+13
102,96,-1.37292955799999900e+16
102,102,2.74585911600000160e+16
102,108,-1.37292955800000260e+16
103,97,-7.36537031999998281e+13
103,101,-4.20878303999998984e+13
103,103,1.47307406400000250e+14
103,107,1.05219576000003281e+13
103,109,-7.36537032000004375e+13
103,113,3.15658728000001914e+13
104,98,-1.14095519999999727e+13
104,100,6.51974399999998535e+12
104,104,2.28191040000000430e+13
104,106,-1.62993600000005078e+12
104,110,-1.14095520000000703e+13
104,112,-4.88980800000002930e+12
105,99,-1.05572564999999959e+05
105,105,2.11145130000000179e+05
105,111,-1.05572565000000221e+05
106,98,-4.88980799999998828e+12
106,100,2.71655999999999316e+12
106,104,-1.62993600000005078e+12
106,106,5.97643200000001758e+12
106,110,6.51974400000003906e+12
106,112,2.71656000000001611e+12
107,97,3.15658727999999219e+13
107,101,1.75365959999999570e+13
107,103,1.05219576000003281e+13
107,107,3.85805112000001172e+13
107,109,-4.20878304000002500e+13
107,113,1.75365960000001074e+13
108,102,-1.37292955800000260e+16
108,108,2.74585911600000160e+16
108,114,-1.37292955799999900e+16
109,103,-7.36537032000004375e+13
109,107,-4.20878304000002500e+13
109,109,1.47307406400000250e+14
109,113,1.05219575999997070e+13
109,115,-7.36537031999998281e+13
109,119,3.15658727999999219e+13
110,104,-1.14095520000000703e+13
110,106,6.51974400000003906e+12
110,110,2.28191040000000430e+13
110,112,-1.62993599999995605e+12
110,116,-1.14095519999999727e+13
110,118,-4.88980799999998828e+12
111,105,-1.05572565000000221e+05
111,111,2.11145130000000179e+05
111,117,-1.05572564999999959e+05
112,104,-4.88980800000002832e+12
112,106,2.71656000000001611e+12
112,110,-1.62993599999995605e+12
112,112,5.97643200000000391e+12
112,116,6.51974399999998438e+12
112,118,2.71655999999999316e+12
113,103,3.15658728000001875e+13
113,107,1.75365960000001074e+13
113,109,1.05219575999997109e+13
113,113,3.85805112000000312e+13
113,115,-4.20878303999998984e+13
113,119,1.75365959999999570e+13
114,108,-1.37292955799999900e+16
114,114,2.74585911599999800e+16
114,120,-1.37292955799999900e+16
115,109,-7.36537031999998281e+13
115,113,-4.20878303999998984e+13
115,115,1.47307406399999656e+14
115,119,1.05219575999999766e+13
115,121,-7.36537031999998281e+13
115,125,3.15658727999999219e+13
116,110,-1.14095519999999727e+13
116,112,6.51974399999998535e+12
116,116,2.28191039999999453e+13
116,118,-1.62993599999999707e+12
116,122,-1.14095519999999727e+13
116,124,-4.88980799999998828e+12
117,111,-1.05572564999999959e+05
117,117,2.11145129999999917e+05
117,123,-1.05572564999999959e+05
118,110,-4.88980799999998828e+12
118,112,2.71655999999999316e+12
118,116,-1.62993599999999609e+12
118,118,5.97643199999998535e+12
118,122,6.51974399999998438e+12
118,124,2.71655999999999316e+12
119,109,3.15658727999999219e+13
119,113,1.75365959999999570e+13
119,115,1.05219575999999766e+13
119,119,3.85805111999999062e+13
119,121,-4.20878303999998984e+13
119,125,1.75365959999999570e+13
120,114,-1.37292955799999900e+16
120,120,2.74585911600000160e+16
120,126,-1.37292955800000260e+16
121,115,-7.36537031999998281e+13
121,119,-4.20878303999998984e+13
121,121,1.47307406400000250e+14
121,125,1.05219576000003281e+13
121,127,-7.36537032000004375e+13
121,131,3.15658728000001914e+13
122,116,-1.14095519999999727e+13
122,118,6.51974399999998535e+12
122,122,2.28191040000000430e+13
122,124,-1.62993600000005078e+12
122,128,-1.14095520000000703e+13
122,130,-4.88980800000002930e+12
123,117,-1.05572564999999959e+05
123,123,2.11145130000000179e+05
123,129,-1.05572565000000221e+05
124,116,-4.88980799999998828e+12
124,118,2.71655999999999316e+12
124,122,-1.62993600000005078e+12
124,124,5.97643200000001758e+12
124,128,6.51974400000003906e+12
124,130,2.71656000000001611e+12
125,115,3.15658727999999219e+13
125,119,1.75365959999999570e+13
125,121,1.05219576000003281e+13
125,125,3.85805112000001172e+13
125,127,-4.20878304000002500e+13
125,131,1.75365960000001074e+13
126,120,-1.37292955800000260e+16
126,126,2.74585911600000160e+16
126,132,-1.37292955799999900e+16
127,121,-7.36537032000004375e+13
127,125,-4.20878304000002500e+13
127,127,1.47307406400000250e+14
127,131,1.05219575999997070e+13
127,133,-7.36537031999998281e+13
127,137,3.15658727999999219e+13
128,122,-1.14095520000000703e+13
128,124,6.51974400000003906e+12
128,128,2.28191040000000430e+13
128,130,-1.62993599999995605e+12
128,134,-1.14095519999999727e+13
128,136,-4.88980799999998828e+12
129,123,-1.05572565000000221e+05
129,129,2.11145130000000179e+05
129,135,-1.05572564999999959e+05
130,122,-4.88980800000002832e+12
130,124,2.71656000000001611e+12
130,128,-1.62993599999995605e+12
130,130,5.97643200000000391e+12
130,134,6.51974399999998438e+12
130,136,2.71655999999999316e+12
131,121,3.15658728000001875e+13
131,125,1.75365960000001074e+13
131,127,1.05219575999997109e+13
131,131,3.85805112000000312e+13
131,133,-4.20878303999998984e+13
131,137,1.75365959999999570e+13
132,126,-1.37292955799999900e+16
132,132,2.74585911599999800e+16
132,138,-1.37292955799999900e+16
133,127,-7.36537031999998281e+13
133,131,-4.20878303999998984e+13
133,133,1.47307406399999656e+14
133,137,1.05219575999999766e+13
133,139,-7.36537031999998281e+13
133,143,3.15658727999999219e+13
134,128,-1.14095519999999727e+13
134,130,6.51974399999998535e+12
134,134,2.28191039999999453e+13
134,136,-1.62993599999999707e+12
134,140,-1.14095519999999727e+13
134,142,-4.88980799999998828e+12
135,129,-1.05572564999999959e+05
135,135,2.11145129999999917e+05
135,141,-1.05572564999999959e+05
136,128,-4.88980799999998828e+12
136,130,2.71655999999999316e+12
136,134,-1.62993599999999609e+12
136,136,5.97643199999998535e+12
136,140,6.51974399999998438e+12
136,142,2.71655999999999316e+12
137,127,3.15658727999999219e+13
137,131,1.75365959999999570e+13
137,133,1.05219575999999766e+13
137,137,3.85805111999999062e+13
137,139,-4.20878303999998984e+13
137,143,1.75365959999999570e+13
138,132,-1.37292955799999900e+16
138,138,2.74585911600000160e+16
138,144,-1.37292955800000260e+16
139,133,-7.36537031999998281e+13
139,137,-4.20878303999998984e+13
139,139,1.47307406400000250e+14
139,143,1.05219576000003281e+13
139,145,-7.36537032000004375e+13
139,149,3.15658728000001914e+13
140,134,-1.14095519999999727e+13
140,136,6.51974399999998535e+12
140,140,2.28191040000000430e+13
140,142,-1.62993600000005078e+12
140,146,-1.14095520000000703e+13
140,148,-4.88980800000002930e+12
141,135,-1.05572564999999959e+05
141,141,2.11145130000000179e+05
141,147,-1.05572565000000221e+05
142,134,-4.88980799999998828e+12
142,136,2.71655999999999316e+12
142,140,-1.62993600000005078e+12
142,142,5.97643200000001758e+12
142,146,6.51974400000003906e+12
142,148,2.71656000000001611e+12
143,133,3.15658727999999219e+13
143,137,1.75365959999999570e+13
143,139,1.05219576000003281e+13
143,143,3.85805112000001172e+13
143,145,-4.20878304000002500e+13
143,149,1.75365960000001074e+13
144,138,-1.37292955800000260e+16
144,144,2.74585911600000160e+16
144,150,-1.37292955799999900e+16
145,139,-7.36537032000004375e+13
145,143,-4.20878304000002500e+13
145,145,1.47307406400000250e+14
145,149,1.05219575999997070e+13
145,151,-7.36537031999998281e+13
145,155,3.15658727999999219e+13
146,140,-1.14095520000000703e+13
146,142,6.51974400000003906e+12
146,146,2.28191040000000430e+13
146,148,-1.62993599999995605e+12
146,152,-1.14095519999999727e+13
146,154,-4.88980799999998828e+12
147,141,-1.05572565000000221e+05
147,147,2.11145130000000179e+05
147,153,-1.05572564999999959e+05
148,140,-4.88980800000002832e+12
148,142,2.71656000000001611e+12
148,146,-1.62993599999995605e+12
148,148,5.97643200000000391e+12
148,152,6.51974399999998438e+12
148,154,2.71655999999999316e+12
149,139,3.15658728000001875e+13
149,143,1.75365960000001074e+13
149,145,1.05219575999997109e+13
149,149,3.85805112000000312e+13
149,151,-4.20878303999998984e+13
149,155,1.75365959999999570e+13
150,144,-1.37292955799999900e+16
150,150,2.74585911599999800e+16
150,156,-1.37292955799999900e+16
151,145,-7.36537031999998281e+13
151,149,-4.20878303999998984e+13
151,151,1.47307406399999656e+14
151,155,1.05219575999999766e+13
151,157,-7.36537031999998281e+13
151,161,3.15658727999999219e+13
152,146,-1.14095519999999727e+13
152,148,6.51974399999998535e+12
152,152,2.28191039999999453e+13
152,154,-1.62993599999999707e+12
152,158,-1.14095519999999727e+13
152,160,-4.88980799999998828e+12
153,147,-1.05572564999999959e+05
153,153,2.11145129999999917e+05
153,159,-1.05572564999999959e+05
154,146,-4.88980799999998828e+12
154,148,2.71655999999999316e+12
154,152,-1.62993599999999609e+12
154,154,5.97643199999998535e+12
154,158,6.51974399999998438e+12
154,160,2.71655999999999316e+12
155,145,3.15658727999999219e+13
155,149,1.75365959999999570e+13
155,151,1.05219575999999766e+13
155,155,3.85805111999999062e+13
155,157,-4.20878303999998984e+13
155,161,1.75365959999999570e+13
156,150,-1.37292955799999900e+16
156,156,2.74585911599999800e+16
156,162,-1.37292955799999900e+16
157,151,-7.36537031999998281e+13
157,155,-4.20878303999998984e+13
157,157,1.47307406399999656e+14
157,161,1.05219575999999766e+13
157,163,-7.36537031999998281e+13
157,167,3.15658727999999219e+13
158,152,-1.14095519999999727e+13
158,154,6.51974399999998535e+12
158,158,2.28191039999999453e+13
158,160,-1.62993599999999707e+12
158,164,-1.14095519999999727e+13
158,166,-4.88980799999998828e+12
159,153,-1.05572564999999959e+05
159,159,2.11145129999999917e+05
159,165,-1.05572564999999959e+05
160,152,-4.88980799999998828e+12
160,154,2.71655999999999316e+12
160,158,-1.62993599999999609e+12
160,160,5.97643199999998535e+12
160,164,6.51974399999998438e+12
160,166,2.71655999999999316e+12
161,151,3.15658727999999219e+13
161,155,1.75365959999999570e+13
161,157,1.05219575999999766e+13
161,161,3.85805111999999062e+13
161,163,-4.20878303999998984e+13
161,167,1.75365959999999570e+13
162,156,-1.37292955799999900e+16
162,162,2.74585911599999800e+16
162,168,-1.37292955799999900e+16
163,157,-7.36537031999998281e+13
163,161,-4.20878303999998984e+13
163,163,1.47307406399999656e+14
163,167,1.05219575999999766e+13
163,169,-7.36537031999998281e+13
163,173,3.15658727999999219e+13
164,158,-1.14095519999999727e+13
164,160,6.51974399999998535e+12
164,164,2.28191039999999453e+13
164,166,-1.62993599999999707e+12
164,170,-1.14095519999999727e+13
164,172,-4.88980799999998828e+12
165,159,-1.05572564999999959e+05
165,165,2.11145129999999917e+05
165,171,-1.05572564999999959e+05
166,158,-4.88980799999998828e+12
166,160,2.71655999999999316e+12
166,164,-1.62993599999999609e+12
166,166,5.97643199999998535e+12
166,170,6.51974399999998438e+12
166,172,2.71655999999999316e+12
167,157,3.15658727999999219e+13
167,161,1.75365959999999570e+13
167,163,1.05219575999999766e+13
167,167,3.85805111999999062e+13
167,169,-4.20878303999998984e+13
167,173,1.75365959999999570e+13
168,162,-1.37292955799999900e+16
168,168,2.74585911600000560e+16
168,174,-1.37292955800000660e+16
169,163,-7.36537031999998281e+13
169,167,-4.20878303999998984e+13
169,169,1.47307406400000875e+14
169,173,1.05219576000006719e+13
169,175,-7.36537032000010312e+13
169,179,3.15658728000004492e+13
170,164,-1.14095519999999727e+13
170,166,6.51974399999998535e+12
170,170,2.28191040000001328e+13
170,172,-1.62993600000010449e+12
170,176,-1.14095520000001602e+13
170,178,-4.88980800000006934e+12
171,165,-1.05572564999999959e+05
171,171,2.11145130000000470e+05
171,177,-1.05572565000000497e+05
172,164,-4.88980799999998828e+12
172,166,2.71655999999999316e+12
172,170,-1.62993600000010254e+12
172,172,5.97643200000004785e+12
172,176,6.51974400000009082e+12
172,178,2.71656000000003857e+12
173,163,3.15658727999999219e+13
173,167,1.75365959999999570e+13
173,169,1.05219576000006719e+13
173,173,3.85805112000003125e+13
173,175,-4.20878304000005938e+13
173,179,1.75365960000002500e+13
174,168,-1.37292955800000660e+16
174,174,2.74585911600000560e+16
174,180,-1.37292955799999900e+16
175,169,-7.36537032000010312e+13
175,173,-4.20878304000005938e+13
175,175,1.47307406400000875e+14
175,179,1.05219575999994492e+13
175,181,-7.36537031999998281e+13
175,185,3.15658727999999219e+13
176,170,-1.14095520000001602e+13
176,172,6.51974400000009277e+12
176,176,2.28191040000001328e+13
