2025-06-18 15:55:41,556 [DEBUG] 📁 Log file created at: \\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\fem_model\post_processing\results\job_0011_2025-06-18_15-55-33-619286_pid33080_9a2e6874\logs\ModifyGlobalSystem.log (Module: modification, Line: 97)
2025-06-18 15:55:41,557 [INFO] 🔧 Applying stabilized boundary conditions... (Module: modification, Line: 115)
2025-06-18 15:55:41,558 [DEBUG] Computed penalty value: 4.48e+51 (Module: modification, Line: 172)
2025-06-18 15:55:41,559 [DEBUG] 
======================================== System Diagnostics ======================================== (Module: modification, Line: 263)
2025-06-18 15:55:41,560 [DEBUG] Original Non-zeros: 1204
Modified Non-zeros: 1198
Penalty Value: 4.48e+51
Stabilization Factor: 4.48e+41 (Module: modification, Line: 275)
2025-06-18 15:55:41,577 [DEBUG] 
Matrix Sample (COO format):
 Row  Col         Value
 278  284 -2.240011e+15
 393  399 -6.565378e+07
 153  153  1.313076e+08
 465  465  1.313076e+08
 459  465 -6.565378e+07
 289  289  1.120022e+15
  85   91 -5.600112e+14
 321  321  1.313076e+08
 337  337  1.120022e+15
 171  171  1.313076e+08
  33   27 -6.565378e+07
 542  536 -2.240011e+15
 561  567 -6.565378e+07
  31   25 -5.600112e+14
 248  254 -2.240011e+15
 168  162 -2.000000e+11
 229  223 -5.600112e+14
 432  438 -2.000000e+11
 486  480 -2.000000e+11
 415  421 -5.600112e+14
 416  422 -2.240011e+15
 223  217 -5.600112e+14
 338  344 -2.240011e+15
 285  279 -6.565378e+07
 495  495  1.313076e+08
 565  559 -5.600112e+14
 397  397  1.120022e+15
 553  559 -5.600112e+14
 414  414  4.000000e+11
 114  114  4.000000e+11
 469  463 -5.600112e+14
 414  420 -2.000000e+11
 296  302 -2.240011e+15
 145  145  1.120022e+15
 177  177  1.313076e+08
 474  474  4.000000e+11
   4    4  4.480022e+51
 548  548  4.480022e+15
 235  241 -5.600112e+14
 528  522 -2.000000e+11
 457  451 -5.600112e+14
 564  558 -2.000000e+11
 261  267 -6.565378e+07
 331  325 -5.600112e+14
 290  290  4.480022e+15
 327  321 -6.565378e+07
 301  307 -5.600112e+14
 117  111 -6.565378e+07
 271  271  1.120022e+15
 570  576 -2.000000e+11
 141  141  1.313076e+08
 146  140 -2.240011e+15
 240  234 -2.000000e+11
 552  558 -2.000000e+11
 217  217  1.120022e+15
 404  398 -2.240011e+15
 145  139 -5.600112e+14
 369  369  1.313076e+08
 361  367 -5.600112e+14
 420  426 -2.000000e+11
 488  482 -2.240011e+15
  63   63  1.313076e+08
 301  295 -5.600112e+14
 597  597  1.313076e+08
   9   15 -6.565378e+07
 453  453  1.313076e+08
 231  225 -6.565378e+07
 296  290 -2.240011e+15
  78   78  4.000000e+11
  84   90 -2.000000e+11
 596  596  4.480022e+15
 379  379  1.120022e+15
 450  450  4.000000e+11
 468  468  4.000000e+11
 433  439 -5.600112e+14
 493  487 -5.600112e+14
 516  516  4.000000e+11
 102  102  4.000000e+11
  99   93 -6.565378e+07
 318  324 -2.000000e+11
 272  266 -2.240011e+15
 307  307  1.120022e+15
  86   80 -2.240011e+15
  56   62 -2.240011e+15
  12   18 -2.000000e+11
 291  285 -6.565378e+07
 452  446 -2.240011e+15
 313  307 -5.600112e+14
 492  486 -2.000000e+11
 273  273  1.313076e+08
 169  163 -5.600112e+14
 243  243  1.313076e+08
 253  253  1.120022e+15
 433  427 -5.600112e+14
 560  554 -2.240011e+15
 206  206  4.480022e+15
 601  601  5.600112e+14
  50   50  4.480022e+15
 409  403 -5.600112e+14
 219  225 -6.565378e+07
  45   39 -6.565378e+07
  25   31 -5.600112e+14
 434  428 -2.240011e+15
 528  528  4.000000e+11
 360  354 -2.000000e+11
 332  332  4.480022e+15
 211  211  1.120022e+15
 336  330 -2.000000e+11
 596  602 -2.240011e+15
 504  504  4.000000e+11
 501  507 -6.565378e+07
 573  567 -6.565378e+07
 517  523 -5.600112e+14
 164  170 -2.240011e+15
 386  386  4.480022e+15
 446  446  4.480022e+15
 282  288 -2.000000e+11
 572  566 -2.240011e+15
 182  182  4.480022e+15
  38   38  4.480022e+15
 260  266 -2.240011e+15
 259  253 -5.600112e+14
 174  180 -2.000000e+11
 115  109 -5.600112e+14
 579  573 -6.565378e+07
  78   72 -2.000000e+11
 147  153 -6.565378e+07
 380  380  4.480022e+15
  19   13 -5.600112e+14
 403  403  1.120022e+15
  61   61  1.120022e+15
 405  399 -6.565378e+07
 258  264 -2.000000e+11
 439  445 -5.600112e+14
 540  534 -2.000000e+11
 595  595  1.120022e+15
  92   86 -2.240011e+15
 405  405  1.313076e+08
 446  440 -2.240011e+15
  87   87  1.313076e+08
 177  171 -6.565378e+07
 192  198 -2.000000e+11
 522  516 -2.000000e+11
 560  566 -2.240011e+15
 553  553  1.120022e+15
  68   68  4.480022e+15
  98   98  4.480022e+15
  72   78 -2.000000e+11
 228  222 -2.000000e+11
  44   38 -2.240011e+15
 132  126 -2.000000e+11
 578  572 -2.240011e+15
 451  451  1.120022e+15
 103   97 -5.600112e+14
 150  144 -2.000000e+11
 234  234  4.000000e+11
 387  387  1.313076e+08
  21   21  1.313076e+08
 387  381 -6.565378e+07
 120  126 -2.000000e+11
 326  326  4.480022e+15
  20   20  4.480022e+15
  48   54 -2.000000e+11
 469  469  1.120022e+15
 582  588 -2.000000e+11
  26   20 -2.240011e+15
 435  441 -6.565378e+07
 175  169 -5.600112e+14
  33   39 -6.565378e+07
 588  594 -2.000000e+11 (Module: modification, Line: 284)
2025-06-18 15:55:41,578 [DEBUG] 
Condition Estimate: 6.8e+43 (Module: modification, Line: 290)
2025-06-18 15:55:41,595 [INFO] 💾 Modified stiffness matrix saved to: \\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\fem_model\post_processing\results\job_0011_2025-06-18_15-55-33-619286_pid33080_9a2e6874\primary_results\03_K_mod.csv (Module: modification, Line: 244)
2025-06-18 15:55:41,610 [INFO] 💾 Modified force vector saved to: \\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\fem_model\post_processing\results\job_0011_2025-06-18_15-55-33-619286_pid33080_9a2e6874\primary_results\04_F_mod.csv (Module: modification, Line: 256)
2025-06-18 15:55:41,630 [INFO] 📎 Element DOF fixed/free map saved to: \\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\fem_model\post_processing\results\job_0011_2025-06-18_15-55-33-619286_pid33080_9a2e6874\maps\02_modification_map.csv (Module: modification, Line: 159)
2025-06-18 15:55:41,631 [INFO] ✅ Boundary conditions applied in 0.07s (Module: modification, Line: 132)
