Condensed DOF,Value
408,0.000000000000e+00
409,-4.471981352401e-05
410,0.000000000000e+00
411,0.000000000000e+00
412,-0.000000000000e+00
413,-7.470092457501e-07
414,0.000000000000e+00
415,-4.546682276975e-05
416,0.000000000000e+00
417,0.000000000000e+00
418,-0.000000000000e+00
419,-7.470092457209e-07
420,0.000000000000e+00
421,-4.621383201546e-05
422,0.000000000000e+00
423,0.000000000000e+00
424,-0.000000000000e+00
425,-7.470092456968e-07
426,0.000000000000e+00
427,-4.696084126115e-05
428,0.000000000000e+00
429,0.000000000000e+00
430,-0.000000000000e+00
431,-7.470092456788e-07
432,0.000000000000e+00
433,-4.770785050682e-05
434,0.000000000000e+00
435,0.000000000000e+00
436,-0.000000000000e+00
437,-7.470092456664e-07
438,0.000000000000e+00
439,-4.845485975248e-05
440,0.000000000000e+00
441,0.000000000000e+00
442,-0.000000000000e+00
443,-7.470092456593e-07
444,0.000000000000e+00
445,-4.920186899814e-05
446,0.000000000000e+00
447,0.000000000000e+00
448,-0.000000000000e+00
449,-7.470092456569e-07
450,0.000000000000e+00
451,-4.994887824380e-05
452,0.000000000000e+00
453,0.000000000000e+00
454,-0.000000000000e+00
455,-7.470092456572e-07
456,0.000000000000e+00
457,-5.069588748946e-05
458,0.000000000000e+00
459,0.000000000000e+00
460,-0.000000000000e+00
461,-7.470092456585e-07
462,0.000000000000e+00
463,-5.144289673512e-05
464,0.000000000000e+00
465,0.000000000000e+00
466,-0.000000000000e+00
467,-7.470092456592e-07
468,0.000000000000e+00
469,-5.218990598078e-05
470,0.000000000000e+00
471,0.000000000000e+00
472,-0.000000000000e+00
473,-7.470092456607e-07
474,0.000000000000e+00
475,-5.293691522644e-05
476,0.000000000000e+00
477,0.000000000000e+00
478,-0.000000000000e+00
479,-7.470092456624e-07
480,0.000000000000e+00
481,-5.368392447210e-05
482,0.000000000000e+00
483,0.000000000000e+00
484,-0.000000000000e+00
485,-7.470092456639e-07
486,0.000000000000e+00
487,-5.443093371776e-05
488,0.000000000000e+00
489,0.000000000000e+00
490,-0.000000000000e+00
491,-7.470092456657e-07
492,0.000000000000e+00
493,-5.517794296343e-05
494,0.000000000000e+00
495,0.000000000000e+00
496,-0.000000000000e+00
497,-7.470092456659e-07
498,0.000000000000e+00
499,-5.592495220909e-05
500,0.000000000000e+00
501,0.000000000000e+00
502,-0.000000000000e+00
503,-7.470092456622e-07
504,0.000000000000e+00
505,-5.667196145475e-05
506,0.000000000000e+00
507,0.000000000000e+00
508,-0.000000000000e+00
509,-7.470092456571e-07
510,0.000000000000e+00
511,-5.741897070041e-05
512,0.000000000000e+00
513,0.000000000000e+00
514,-0.000000000000e+00
515,-7.470092456483e-07
516,0.000000000000e+00
517,-5.816597994605e-05
518,0.000000000000e+00
519,0.000000000000e+00
520,-0.000000000000e+00
521,-7.470092456373e-07
522,0.000000000000e+00
523,-5.891298919168e-05
524,0.000000000000e+00
525,0.000000000000e+00
526,-0.000000000000e+00
527,-7.470092456249e-07
528,0.000000000000e+00
529,-5.965999843730e-05
530,0.000000000000e+00
531,0.000000000000e+00
532,-0.000000000000e+00
533,-7.470092456109e-07
534,0.000000000000e+00
535,-6.040700768291e-05
536,0.000000000000e+00
537,0.000000000000e+00
538,-0.000000000000e+00
539,-7.470092455953e-07
540,0.000000000000e+00
541,-6.115401692850e-05
542,0.000000000000e+00
543,0.000000000000e+00
544,-0.000000000000e+00
545,-7.470092455810e-07
546,0.000000000000e+00
547,-6.190102617407e-05
548,0.000000000000e+00
549,0.000000000000e+00
550,-0.000000000000e+00
551,-7.470092455674e-07
552,0.000000000000e+00
553,-6.264803541963e-05
554,0.000000000000e+00
555,0.000000000000e+00
556,-0.000000000000e+00
557,-7.470092455545e-07
558,0.000000000000e+00
559,-6.339504466518e-05
560,0.000000000000e+00
561,0.000000000000e+00
562,-0.000000000000e+00
563,-7.470092455431e-07
564,0.000000000000e+00
565,-6.414205391072e-05
566,0.000000000000e+00
567,0.000000000000e+00
568,-0.000000000000e+00
569,-7.470092455331e-07
570,0.000000000000e+00
571,-6.488906315625e-05
572,0.000000000000e+00
573,0.000000000000e+00
574,-0.000000000000e+00
575,-7.470092455241e-07
576,0.000000000000e+00
577,-6.563607240177e-05
578,-0.000000000000e+00
579,0.000000000000e+00
580,0.000000000000e+00
581,-7.470092455181e-07
582,0.000000000000e+00
583,-6.638308164729e-05
584,0.000000000000e+00
585,0.000000000000e+00
586,0.000000000000e+00
587,-7.470092455148e-07
588,-0.000000000000e+00
589,-6.713009089280e-05
590,-0.000000000000e+00
591,-0.000000000000e+00
592,-0.000000000000e+00
593,-7.470092455141e-07
594,0.000000000000e+00
595,-6.787710013832e-05
596,0.000000000000e+00
597,0.000000000000e+00
598,-0.000000000000e+00
599,-7.470092455140e-07
