Global DOF,U Value
580,-0.00000000000000000e+00
581,-7.47009245524109767e-07
582,0.00000000000000000e+00
583,-6.56360724017724501e-05
584,-0.00000000000000000e+00
585,0.00000000000000000e+00
586,0.00000000000000000e+00
587,-7.47009245518103138e-07
588,0.00000000000000000e+00
589,-6.63830816472891539e-05
590,0.00000000000000000e+00
591,0.00000000000000000e+00
592,0.00000000000000000e+00
593,-7.47009245514848838e-07
594,-0.00000000000000000e+00
595,-6.71300908928036352e-05
596,-0.00000000000000000e+00
597,-0.00000000000000000e+00
598,-0.00000000000000000e+00
599,-7.47009245514052944e-07
600,0.00000000000000000e+00
601,-6.78771001383176827e-05
602,0.00000000000000000e+00
603,0.00000000000000000e+00
604,-0.00000000000000000e+00
605,-7.47009245514039815e-07
