Local DOF,R_e Value
0,0.000000000000e+00
1,-1.648647529424e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-1.627881431515e-06
6,0.000000000000e+00
7,-1.814253589167e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-1.693601138861e-06
