Local DOF,R_e Value
0,0.000000000000e+00
1,-6.482990157783e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-2.612679124695e-06
6,0.000000000000e+00
7,-6.745194207787e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-2.634490654063e-06
