Local DOF,R_e Value
0,0.000000000000e+00
1,-2.164725431994e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-1.819053074741e-06
6,0.000000000000e+00
7,-2.349192049825e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-1.878785303274e-06
