Local DOF,R_e Value
0,0.000000000000e+00
1,-1.141309940564e-06
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-3.837438367537e-07
6,0.000000000000e+00
7,-1.550976656952e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-4.442147736649e-07
