Local DOF,R_e Value
0,0.000000000000e+00
1,-5.689110579715e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-2.083606454891e-06
6,0.000000000000e+00
7,-5.898458353953e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-2.106627118811e-06
