Local DOF,R_e Value
0,0.000000000000e+00
1,-4.293851887397e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-1.900081328564e-06
6,0.000000000000e+00
7,-4.485089590020e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-1.928757984904e-06
