Local DOF,R_e Value
0,0.000000000000e+00
1,-1.550976656952e-06
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-4.442147736649e-07
6,0.000000000000e+00
7,-2.020688498811e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-5.036921711429e-07
