Local DOF,R_e Value
0,0.000000000000e+00
1,-8.786877466303e-06
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-9.945782060830e-07
6,0.000000000000e+00
7,-9.802741931980e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-1.044230763649e-06
