r/R,Fy,V,Mz
0.0,-10.688725,-133.67061348853085,64.5596897032341
0.0056,-11.5693,-133.58560897371268,63.49664376978167
0.01702857142857143,-13.893698,-133.49360148607633,62.43427385405254
0.028457142857142858,-15.789135,-133.38310869507268,61.37263564877964
0.03988571428571429,-17.648386,-133.25754201054542,60.31187616253919
0.051314285714285715,-19.694464,-133.1171892098836,59.252115273895335
0.06274285714285714,-21.988529,-132.96056450890904,58.1934705727971
0.07417142857142858,-24.386327,-132.7856957346436,57.13607146522988
0.08560000000000001,-26.947706,-132.59175792682905,56.08006304133291
0.09702857142857142,-29.603459,-132.37745017038543,55.02559695192937
0.10845714285714286,-32.370558,-132.14202193462904,53.97283519366525
0.11988571428571429,-35.369605,-131.88458771518907,52.9219457319524
0.13131428571428572,-38.416489,-131.60330289287998,51.873103574377424
0.14274285714285714,-41.530574,-131.29778703308725,50.82649839828023
0.15417142857142857,-44.788267,-130.96750570458542,49.78232290649346
0.1656,-48.120122,-130.61131683211633,48.74077405203555
0.17702857142857145,-51.621595,-130.22863062552,47.70205787053795
0.18845714285714288,-55.440351,-129.8180981591018,46.66638508807245
0.19988571428571428,-59.003529,-129.37719616769454,45.633977158348976
0.21131428571428573,-62.898442,-128.90795719342907,44.60507560191716
0.22274285714285716,-66.748195,-128.40774303832364,43.57990577507342
0.2341714285714286,-70.694269,-127.87691284754182,42.55871401498318
0.2456,-74.488406,-127.31470060644,41.541743802628375
0.25702857142857144,-78.544391,-126.72231462854181,40.52924471089643
0.2684571428571429,-82.739938,-126.09767250811636,39.5214567032869
0.2798857142857143,-86.937673,-125.43966434663999,38.51863630410417
0.2913142857142857,-91.244203,-124.74827274354544,37.521048864372894
0.30274285714285715,-95.677108,-124.02263248186908,36.52895987349968
0.3141714285714286,-100.156967,-123.26173853570181,35.54264170172569
0.32560000000000006,-104.540526,-122.46521749268726,34.56237471198904
0.33702857142857146,-109.098073,-121.6338352004618,33.58844223687447
0.34845714285714285,-113.670909,-120.7662079799127,32.62112151838935
0.35988571428571425,-118.48923,-119.86221424179271,31.660700802563642
0.3713142857142857,-123.287428,-118.91990171084726,30.70746930239346
0.38274285714285716,-128.314891,-117.93943041980727,29.761731756787558
0.3941714285714286,-133.420949,-116.91897708665454,28.823791631958034
0.4056,-138.782791,-115.85791666678908,27.893966894181624
0.41702857142857147,-144.203264,-114.75421497981819,26.972580480544284
0.4284571428571429,-149.747258,-113.60740574938909,26.059971505413877
0.4398857142857144,-155.292295,-112.41650664667637,25.156482791326916
0.4513142857142857,-160.959632,-111.18150937698546,24.262464973013167
0.4627428571428572,-166.506454,-109.90144132177092,23.37826875116783
0.4741714285714286,-172.250082,-108.57726090396001,22.504252561456145
0.48560000000000003,-177.835476,-107.20740297910909,21.640767217467197
0.4970285714285715,-183.746281,-105.79312593906546,20.78817597995697
0.5084571428571429,-189.62647,-104.33184187889455,19.946832102034296
0.5198857142857144,-195.841523,-102.82379427929456,19.117109417710143
0.5313142857142857,-201.73251,-101.26632005820002,18.2993798246599
0.5427428571428572,-208.120654,-99.6619964241273,17.494036399324322
0.5541714285714285,-214.753348,-98.00686962304366,16.70145172230772
0.5656,-221.311702,-96.29899481549457,15.922029817341915
0.5770285714285714,-227.545315,-94.53896320722546,15.15619017493651
0.5884571428571429,-234.253546,-92.72935737484364,14.404347583903048
0.5998857142857144,-240.766927,-90.86640281083638,13.666896294525655
0.6113142857142858,-247.222185,-88.95164910411273,12.944260574717294
0.6227428571428572,-253.583142,-86.98555849104001,12.23685236893295
0.6341714285714286,-260.410139,-84.96888092175274,11.545079945587844
0.6456000000000001,-266.862678,-82.89791010723273,10.869345608948304
0.6570285714285715,-273.584295,-80.7756240098291,10.210081138386421
0.6684571428571429,-279.621589,-78.59988272559274,9.567694630351891
0.6798857142857143,-285.536242,-76.3761284887091,8.942611199366903
0.6913142857142858,-291.642833,-74.10533662960364,8.335212679349423
0.7027428571428572,-298.357035,-71.7859807177091,7.74587314768054
0.7141714285714286,-304.640002,-69.41322858845456,7.174978821027341
0.7256000000000001,-311.450457,-66.99050973618547,6.622954344943886
0.7370285714285716,-318.130292,-64.51362919269819,6.090197091151022
0.7484571428571429,-324.6567,-61.9836257432291,5.577137792807636
0.7598857142857143,-331.520161,-59.40171955086546,5.084198921896937
0.7713142857142857,-338.581094,-56.76523012502182,4.611793246777873
0.7827428571428572,-345.779437,-54.07258702473818,4.160354853019972
0.7941714285714285,-352.203552,-51.32269746576,3.7303303154814182
0.8056,-358.507843,-48.521718672218185,3.322174899635538
0.8170285714285714,-364.554829,-45.670603571705456,2.9362949042313886
0.8284571428571429,-370.174695,-42.77139844071273,2.573089049644771
0.8398857142857143,-375.720392,-39.82750004811273,2.23293978277263
0.8513142857142858,-380.341228,-36.839498239734546,1.916202536935457
0.8627428571428573,-384.707387,-33.814748182876365,1.6232280545707316
0.8741714285714286,-388.017418,-30.755275254261818,1.3543085844763658
0.8856,-390.411411,-27.66947855184,1.1097202681815637
0.8970285714285715,-391.779495,-24.564643075996365,0.8896724514802032
0.908457142857143,-391.67135,-21.448927601214546,0.6943165445449159
0.9198857142857144,-389.579874,-18.334072174123634,0.5237390730399841
0.9313142857142859,-384.929405,-15.23584968525818,0.377933197240681
0.9427428571428571,-376.581156,-12.174611108039997,0.256766639925555
0.9541714285714286,-363.206867,-9.179763878323634,0.1599452781317969
0.9656,-343.011266,-6.291278721490908,0.08694111957945583
0.9770285714285715,-312.577866,-3.5634036715199997,0.03690829571072632
0.9997714285714286,-135.495298,-1.077557151730909,0.00856951814849272
