r/R,f_y [N/m],V_y [N],M_z [Nm],f_z [N/m],V_z [N],M_y [Nm],m_x [Nm/m],T [Nm]
0.0,7.949741,180.41507552731036,-90.11520123930997,-5.257749,-14.726679634526901,5.951969819156837,0.123687,0.6197199317131035
0.0056,8.604669,180.3484925486069,-88.66418528826256,-5.690902,-14.682643405125521,5.833683493662179,0.133876,0.618683995564138
0.01702857142857143,10.24161,180.27269151472552,-87.21374201553334,-6.035387,-14.635479462057935,5.715763981550859,0.156802,0.6175148686013794
0.028457142857142858,11.822345,180.18394876606345,-85.76396054924537,-6.492339,-14.585092084104831,5.598236827580362,0.17848,0.6161663412744829
0.03988571428571429,13.405601,180.08248022739312,-84.31494412587307,-6.893331,-14.531253996215176,5.4811288756214465,0.203403,0.6146303815117242
0.051314285714285715,15.211073,179.9673819910014,-82.86679874900571,-7.351226,-14.473961405577935,5.364467898915752,0.232027,0.612879052022069
0.06274285714285714,17.244072,179.83684515952552,-81.41964133332166,-7.861249,-14.412775781991728,5.248283449758575,0.260084,0.6108997476413794
0.07417142857142858,19.421704,179.6893728797793,-79.973602089456,-8.345169,-14.347592451111728,5.1326072652513615,0.288806,0.6086920742068966
0.08560000000000001,21.795474,179.52359454729933,-78.52882276115619,-8.836114,-14.278488145969659,5.017471194877445,0.315121,0.6062630381627587
0.09702857142857142,24.307432,179.33816547985657,-77.08545601324008,-9.31734,-14.205473702019313,4.902906735913672,0.340533,0.6036259525572415
0.10845714285714286,27.005214,179.1317824788414,-75.64366516048482,-9.79972,-14.128583568281382,4.788945203499607,0.364061,0.6007920268965519
0.11988571428571429,29.966836,178.9026369646345,-74.20362603345423,-10.321936,-14.047652880148968,4.6756184373153,0.38811,0.5977667432606898
0.13131428571428572,33.04691,178.64919133244692,-72.76552792129658,-10.849901,-13.962498291608279,4.562959677567928,0.411368,0.594551187608276
0.14274285714285714,36.28111,178.37034925476416,-71.32957070701754,-11.353642,-13.873194110383452,4.451002603024193,0.435627,0.5911445153048277
0.15417142857142857,39.678129,178.06483595693797,-69.89596381035916,-11.85723,-13.779838382449658,4.3397801992323295,0.459701,0.5875434443420691
0.1656,43.284276,177.7311554424828,-68.46492779529612,-12.36514,-13.682414339801381,4.229325124834972,0.483726,0.583748915884138
0.17702857142857145,47.061265,177.3677794458538,-67.03669538959352,-12.868436,-13.580923156882761,4.119670101193136,0.505887,0.5797686241489656
0.18845714285714288,51.302558,176.97215336603588,-65.61151574258736,-13.467766,-13.474997136148968,4.010849323849024,0.513357,0.5756691544882759
0.19988571428571428,55.229257,176.54367505908417,-64.18965070025956,-13.92472,-13.364822668320002,3.9028977175733943,0.547207,0.5714034929379311
0.21131428571428573,59.589559,176.08186586259313,-62.77136645566975,-14.42329,-13.25080501706483,3.7958478274622465,0.565175,0.5669294158179311
0.22274285714285716,64.107397,175.5843481747366,-61.356940689969264,-14.962103,-13.132614939840002,3.6897318928493714,0.586442,0.5622975328220691
0.2341714285714286,68.692575,175.05021752873384,-59.94666428501572,-15.468244,-13.010221985561381,3.584583599781136,0.606371,0.5574999566731036
0.2456,73.285039,174.47917377366625,-58.5408329677222,-15.901683,-12.88404997572414,3.4804350521409866,0.633623,0.552512615288276
0.25702857142857144,78.191001,173.86992669416279,-57.1397488615647,-16.386323,-12.754185388833106,3.3773163013505743,0.651021,0.5473456885241381
0.2684571428571429,83.423942,173.21990024755866,-55.74372964037565,-16.931506,-12.620178782813795,3.2752588586960605,0.673481,0.5420184501351726
0.2798857142857143,88.488598,172.5284561556414,-54.353105906207745,-17.339803,-12.482337214477244,3.174294808146956,0.691804,0.5365271797075863
0.2913142857142857,93.969522,171.7945970136828,-52.968214839943265,-17.809647,-12.340963702477245,3.074453779907178,0.712989,0.5308770053793105
0.30274285714285715,99.653316,171.01583260594762,-51.58940764991452,-18.340634,-12.195564779172416,2.975766170179605,0.73221,0.5250643153324139
0.3141714285714286,105.306332,170.1914707665435,-50.217048344212195,-18.707321,-12.046555349131037,2.878262691153215,0.753194,0.5190899180027587
0.32560000000000006,111.31283,169.32021355772693,-48.85150893526106,-19.197234,-11.894100614813794,2.7819717217865074,0.76912,0.5129670661075864
0.33702857142857146,117.29651,168.40073102608554,-47.49317200504534,-19.594212,-11.738078743729657,2.686921466600973,0.793218,0.506683234924138
0.34845714285714285,123.31418,167.43297823706484,-46.14242566544348,-19.87666,-11.579324174416554,2.593137263967436,0.819406,0.5001971499806898
0.35988571428571425,129.792177,166.4149670136,-44.79966620564908,-20.422634,-11.417237634686899,2.500643506401442,0.822191,0.4935945336331035
0.3713142857142857,136.907535,165.34228237885242,-43.46531566878234,-20.906399,-11.25100941368276,2.4094702534455164,0.854204,0.48685195732965525
0.38274285714285716,143.459556,164.21462660318898,-42.13981505279388,-21.185991,-11.081710918179313,2.319646512083158,0.870303,0.479915871244138
0.3941714285714286,150.577093,163.0319909225214,-40.82360658837323,-21.638431,-10.909468139486899,2.2311964732801863,0.882345,0.4728666001158621
0.4056,158.324662,161.7895667603421,-39.517151881886015,-21.875059,-10.734453881776554,2.1441431262263873,0.887634,0.4657476225103449
0.41702857142857147,165.595067,160.48673927101245,-38.22093435307577,-22.323959,-10.556682383172417,2.0585087078145374,0.898056,0.45856545417931044
0.4284571428571429,173.291424,159.12371443272832,-36.93543906617907,-22.936444,-10.374641920899313,1.974321477923954,0.901262,0.45132847309241386
0.4398857142857144,181.718677,157.69583932305108,-35.66116897134893,-23.555721,-10.187647226913105,1.8916185328825457,0.920876,0.4439997083917242
0.4513142857142857,189.363639,156.20332065621523,-34.39864490169439,-23.808422,-9.997145377274485,1.8104339049738407,0.935271,0.43653415714758625
0.4627428571428572,197.824265,154.64602420371315,-33.14838739878191,-24.321903,-9.803561890791727,1.73079409477566,0.946597,0.42896515426758625
