r/R,f_y [N/m],V_y [N],M_z [Nm],f_z [N/m],V_z [N],M_y [Nm],m_x [Nm/m],T [Nm]
0.1250000000000001,10.143482,151.93788886253796,-73.87377203656202,-7.795595,-22.093666680016554,9.09878444788171,0.070968,0.0632091667034483
0.1299000000000001,10.979138,151.85293222816554,-72.6519044030441,-8.437824,-22.028374749252418,8.921322554353782,0.076815,0.06261477328551726
0.1399000000000001,13.081276,151.75615958371864,-71.43076769721864,-9.082693,-21.9579060215669,8.744406699556942,0.077608,0.0619936733296552
0.1499000000000001,14.929499,151.64349831489105,-70.21047334903609,-9.773792,-21.882063938449658,8.56807931693155,0.077465,0.06136995902896554
0.1599000000000001,16.781243,151.5159555236193,-68.99114511814906,-10.420145,-21.800842531150348,8.39238365449658,0.080321,0.060735332855172436
0.1699000000000001,18.837631,151.37269395591724,-67.77290608106999,-11.068124,-21.71441523128276,8.217362286723814,0.087914,0.06005868008275864
0.17990000000000012,21.143933,151.21188534816,-66.55589003520697,-11.805138,-21.622417394052416,8.043058557157638,0.091709,0.05933622398896554
0.1899000000000001,23.576062,151.0320184441324,-65.34024420974721,-12.512245,-21.52461120256552,7.869518232484896,0.094252,0.05858827602206899
0.1999000000000001,26.185007,150.83187599281655,-64.12612680812218,-13.212926,-21.421142790653796,7.69678744814803,0.094283,0.05782997524965519
0.2099000000000001,28.886661,150.61037394607447,-62.91370528974727,-13.874158,-21.312196670731037,7.524911009707481,0.094332,0.05707135271172416
0.2199000000000001,31.754782,150.36646988016,-61.70315566685444,-14.578487,-21.197758170289656,7.353933039615873,0.090813,0.05632668675310347
0.2299000000000001,34.879188,150.09846345737378,-60.49466498325134,-15.354578,-21.077365318510346,7.1838995774181615,0.086093,0.05561515862068968
0.2399000000000001,38.086842,149.80498905257377,-59.288432614259605,-16.092944,-20.950881216231725,7.0148590713556676,0.081924,0.054939382659310365
0.24990000000000012,41.351083,149.4854842397462,-58.0846656899556,-16.750989,-20.818780652606897,6.846858610652863,0.080375,0.054286604888275886
0.25990000000000013,44.716361,149.1393150442924,-56.883576152421455,-17.40386,-20.681407494422068,6.679941991843571,0.080761,0.053638504783448296
0.2699000000000001,48.2766,148.76529094184275,-55.685383281999975,-18.116154,-20.53854354845793,6.514152505993864,0.077905,0.05300033918896554
0.2799000000000001,51.968371,148.36209875503448,-54.49031642909502,-18.820239,-20.389982828474484,6.34953515024885,0.073891,0.05238980520827588
0.2899000000000001,56.070103,147.92756056167724,-53.298618985553595,-19.550311,-20.235653830129657,6.186136037839899,0.060141,0.051850719260689675
0.29990000000000006,59.883474,147.46118727818484,-52.11054507010389,-20.27835,-20.07546020878345,6.02400195709856,0.064873,0.051347904331034505
0.30990000000000006,64.157869,146.96228444206346,-50.926353561778036,-21.033363,-19.909301650013795,5.863180487332694,0.053655,0.05087117654068968
0.3199000000000001,68.266303,146.42966528957794,-49.746310906029805,-21.661359,-19.737580533666208,5.703717992922196,0.057559,0.050423866162758645
0.3299000000000001,72.584234,145.8631547159338,-48.57068902584212,-22.378447,-19.560449396706208,5.545658606333277,0.053366,0.049977718162758644
0.33990000000000004,76.700429,145.2627215058538,-47.399760674031455,-22.937314,-19.37818628073931,5.389044728215441,0.059478,0.04952385181241382
0.34990000000000004,81.262153,144.62738510707862,-46.2338026728131,-23.634475,-19.190871333533792,5.233917318555827,0.05861,0.04904889373241382
0.35990000000000005,85.844661,143.95526997656276,-45.073103331814615,-24.360915,-18.997830564926897,5.080319725816639,0.056449,0.048586118499310375
0.36990000000000006,90.363368,143.2465491316469,-43.91795780833939,-24.942735,-18.799527884375173,4.92829614341917,0.057573,0.04812751415172417
0.37990000000000007,95.273147,142.49990626579861,-42.76866585807876,-25.630402,-18.59611923955862,4.777888271676562,0.060108,0.047654193053793134
0.3899000000000001,100.136236,141.71395625086345,-41.62553810208071,-26.318681,-18.38717644503724,4.6291389058610015,0.05819,0.04717839033931037
0.3999000000000001,105.117954,140.88840974322207,-40.48889189623415,-26.857749,-18.17329717623724,4.482090159544262,0.065268,0.04668183374896554
0.4099000000000001,110.35684,140.02175526142344,-39.35905183947064,-27.606904,-17.954236585688275,4.336782727199744,0.062544,0.046167765070344854
0.4199000000000001,115.210218,139.1145089977986,-38.236346533843204,-28.059113,-17.73034402627862,4.193256882972854,0.068607,0.045640266703448305
0.4299000000000001,120.514527,138.16640781652964,-37.121103563594126,-28.612138,-17.502408346394482,4.051548323084972,0.077659,0.04505197476413796
0.43990000000000007,126.045314,137.17472713190068,-36.01366252978775,-29.306315,-17.269456334052414,3.911693485280581,0.077445,0.044428135779310374
0.4499000000000001,131.394678,136.13928572959446,-34.914374720816554,-29.764351,-17.03187004156138,3.773731184989147,0.080936,0.043791116474482784
0.4599000000000001,137.207924,135.05894754003307,-33.82359672327968,-30.357168,-16.790057145831724,3.637697061294749,0.084389,0.04312616792275865
0.4699000000000001,143.105556,133.93150739150894,-32.74169856247916,-31.070498,-16.542990836788967,3.503629243477753,0.082697,0.04245413650758623
0.4799000000000001,149.118448,132.75616229404136,-31.669062362750793,-31.783207,-16.29018890054069,3.37157193021699,0.074595,0.04182149723586209
0.4899000000000001,155.304499,131.53175220652136,-30.606078143876804,-32.277731,-16.032531389908968,3.241567720055678,0.069608,0.04124150282482761
0.4999000000000001,161.70139,130.25673265848826,-29.55314680337147,-33.012747,-15.76992858460138,3.1136560327650957,0.064011,0.04070407799172416
0.5099000000000001,168.186296,128.92990163452137,-28.510680285304687,-33.680559,-15.501683508331036,2.9878794522644188,0.062428,0.04019553161379313
0.5199,174.434847,127.55185576833104,-27.479092968633353,-34.111464,-15.229019316513105,2.86427844614408,0.066534,0.03967683755586209
0.5299,181.078163,126.12195792397242,-26.458799395217138,-34.699721,-14.95225598484414,2.742887275414759,0.0677,0.03913693915034485
0.5399,187.721001,124.63862225193931,-25.450223047916506,-35.407283,-14.670280779790346,2.6237433896138294,0.059541,0.03862516707310347
0.5499,194.354526,123.10188813230897,-24.453793629598618,-35.658391,-14.384449737881381,2.506883259697235,0.075257,0.038083000220689674
0.5599000000000001,201.250599,121.5107370364469,-23.469944781333663,-36.221829,-14.095342535784829,2.3923355710489442,0.068512,0.03750475138758622
0.5699000000000001,208.523349,119.86259795731863,-22.49912458155184,-36.911414,-13.801195588766898,2.280133770812816,0.070821,0.03694434445241381
0.5799000000000001,215.280865,118.1580281807338,-21.541789208008996,-37.1988,-13.503119197009656,2.1703139336882304,0.075603,0.03635541702620691
0.5899000000000001,222.302318,116.39803844055724,-20.598388531777708,-37.682073,-13.201943161605518,2.0629043311534416,0.073255,0.035756699884137946
0.5999000000000001,230.045479,114.57866440462345,-19.669384303506607,-38.237984,-12.896587456485518,1.957934241108816,0.074058,0.0351641968386207
0.6099000000000001,237.691698,112.6973932209931,-18.755264325525506,-38.922405,-12.58624305052138,1.8554405393730475,0.065302,0.03460368130758622
0.6199000000000001,245.386507,110.75441936474483,-17.856525724835834,-39.311131,-12.271582373313105,1.7554606511855975,0.069157,0.03406287793655174
0.6299000000000001,253.023609,108.74977950508139,-16.973664698760782,-39.754939,-11.953573186940691,1.6580254048218732,0.072896,0.033491530973793114
0.6399000000000001,260.780236,106.68322500574347,-16.107178297169657,-40.250396,-11.63178621196138,1.563163462742979,0.066417,0.03293120448000001
0.6499000000000001,268.9208,104.55273090784553,-15.257572714488242,-40.875475,-11.305492363911725,1.4709081464295362,0.070562,0.03238026549517242
0.6599000000000002,276.452456,102.35920206026483,-14.425358650302021,-41.18109,-10.975455200408277,1.3812926387087676,0.074597,0.031796425986206904
0.6699,284.508661,100.10297776071725,-13.611041800153078,-41.57923,-10.642587485760002,1.294343380125503,0.080045,0.031174445197241385
0.6799000000000001,292.408516,97.78257708743173,-12.815132451274177,-42.012188,-10.306377037638622,1.21008520005622,0.076127,0.030546310642758628
