r/R,Fy,V,Mz
0.0,-7.949741,-179.35731191693444,90.17360279455498
0.0056,-8.604669,-179.2940897948726,88.74722300851012
0.01702857142857143,-10.24161,-179.22565920904353,87.32134601075963
0.028457142857142858,-11.822345,-179.14421047787988,85.89601322279535
0.03988571428571429,-13.405601,-179.05019059237077,84.47132817437672
0.051314285714285715,-15.211073,-178.94357950369078,83.04739084046575
0.06274285714285714,-17.244072,-178.82260998859627,81.62430135546731
0.07417142857142858,-19.421704,-178.685472586909,80.20217390803073
0.08560000000000001,-21.795474,-178.53101707182535,78.78113707694865
0.09702857142857142,-24.307432,-178.35768361132352,77.36132858845382
0.10845714285714286,-27.005214,-178.16437323392717,75.94289857369756
0.11988571428571429,-29.966836,-177.94960813204352,74.52600590365175
0.13131428571428572,-33.04691,-177.71129005810897,73.11082120188892
0.14274285714285714,-36.28111,-177.4484769956726,71.69753177877226
0.15417142857142857,-39.678129,-177.15994322269077,70.28633243626486
0.1656,-43.284276,-176.8443938840617,68.87742772416296
0.17702857142857145,-47.061265,-176.50016584183624,67.47103248989225
0.18845714285714288,-51.302558,-176.1259004361817,66.06737480736099
0.19988571428571428,-55.229257,-175.71790518401443,64.66669355552852
0.21131428571428573,-59.589559,-175.27868196561806,63.269256978665105
0.22274285714285716,-64.107397,-174.80478245458897,61.87531342426944
0.2341714285714286,-68.692575,-174.29495381008354,60.48513866343967
0.2456,-73.285039,-173.74866049544715,59.09901843077548
0.25702857142857144,-78.191001,-173.165844567109,57.7172427198535
0.2684571428571429,-83.423942,-172.54401286097445,56.3401019850598
0.2798857142857143,-88.488598,-171.88056500223263,54.96790650823453
0.2913142857142857,-93.969522,-171.17683931559262,53.6009872512895
0.30274285714285715,-99.653316,-170.42952533517808,52.23966453280513
0.3141714285714286,-105.306332,-169.63700969120717,50.8842849985941
0.32560000000000006,-111.31283,-168.7995371527199,49.53520812515893
0.33702857142857146,-117.29651,-167.91429657377446,48.19279144242076
0.34845714285714285,-123.31418,-166.98146941970174,46.85741483657769
0.35988571428571425,-129.792177,-166.00078537730172,45.52945675068355
0.3713142857142857,-136.907535,-164.96858359148717,44.20929777751934
0.38274285714285716,-143.459556,-163.87979530405082,42.89734762364813
0.3941714285714286,-150.577093,-162.73890058051626,41.59405630608464
0.4056,-158.324662,-161.54140202636717,40.299838213104316
0.41702857142857147,-165.595067,-160.28228916893445,39.015143499534624
0.4284571428571429,-173.291424,-158.96535676337447,37.74046216712568
0.4398857142857144,-181.718677,-157.58721732959992,36.47625403897477
0.4513142857142857,-189.363639,-156.1420582510581,35.22300587788446
0.4627428571428572,-197.824265,-154.63610087471994,33.9812506728115
0.4741714285714286,-206.651421,-153.0628584472472,32.75147193603691
0.48560000000000003,-214.672687,-151.41941605551267,31.534204767221894
0.4970285714285715,-223.673504,-149.71218272289815,30.330007447536783
0.5084571428571429,-233.055145,-147.93336834745088,29.139387288936863
0.5198857142857144,-241.762778,-146.07994433975998,27.962913555933678
0.5313142857142857,-251.365468,-144.15727090162906,26.801179598584387
0.5427428571428572,-261.561083,-142.1582298888436,25.65473613872307
0.5541714285714285,-270.780866,-140.07810593058542,24.524190506843432
0.5656,-281.447893,-137.92465955261451,23.410187533497282
0.5770285714285714,-292.057644,-135.6863812181018,22.313310331891582
0.5884571428571429,-301.773428,-133.3637264274545,21.234233547440713
0.5998857142857144,-312.136983,-130.9638046564145,20.17362820308856
0.6113142857142858,-322.938161,-128.4814643588836,19.13210878205736
0.6227428571428572,-334.119669,-125.91322523849452,18.110330736410532
0.6341714285714286,-344.670662,-123.25606263448361,17.108977196059307
0.6456000000000001,-355.743942,-120.51499086068725,16.12875534521707
0.6570285714285715,-367.009834,-117.68585631103635,15.170332490626805
0.6684571428571429,-378.112131,-114.76712719482543,14.234408971527763
0.6798857142857143,-389.385009,-111.7601045384727,13.321697309072915
0.6913142857142858,-400.708832,-108.66343175780725,12.432899677706953
0.7027428571428572,-412.68576,-105.47670370113816,11.5687290404185
0.7141714285714286,-424.000923,-102.19472640251998,10.729901582257085
0.7256000000000001,-436.381597,-98.82276269851634,9.917174794466861
0.7370285714285716,-447.663265,-95.35233887073817,9.131264314388115
0.7484571428571429,-459.598337,-91.79219501417454,8.372953168532463
0.7598857142857143,-471.550218,-88.13713478501454,7.642954875819738
0.7713142857142857,-484.014249,-84.38702450586544,6.942024280274914
0.7827428571428572,-496.217738,-80.53779118745453,6.2709172890228135
0.7941714285714285,-507.621717,-76.5915068492509,5.63042220056113
0.8056,-519.275326,-72.55452977623636,5.021310835181814
0.8170285714285714,-530.346196,-68.42487472910182,4.4443044474704365
0.8284571428571429,-541.198958,-64.20717607218546,3.9001400800793613
0.8398857142857143,-551.270499,-59.90316835892728,3.3895179198252903
0.8513142857142858,-561.128414,-55.51906442688001,2.9131243590944758
0.8627428571428573,-569.222813,-51.056563185360005,2.4715963812705244
0.8741714285714286,-577.078221,-46.52968939615637,2.0655574587745886
0.8856,-582.244947,-41.94034368951273,1.695519528922247
0.8970285714285715,-587.085122,-37.30990842009819,1.361979413835104
0.908457142857143,-589.177045,-32.640980558956365,1.0652638875996323
0.9198857142857144,-587.690428,-27.95541620472,0.8056790712998594
0.9313142857142859,-581.89272,-23.281674510043636,0.5833572704281407
0.9427428571428571,-570.204896,-18.654040405898183,0.39820446259735737
0.9541714285714286,-549.905613,-14.119356378436363,0.24985396671481439
0.9656,-517.529329,-9.746107012505455,0.13756657617066775
0.9770285714285715,-466.348712,-5.630337403330909,0.0600584451293971
0.9997714285714286,-241.626956,-1.9215932828072728,0.01528190730727093
