r/R,Fy,V,Mz
0.0,-9.19355,-167.4932971810255,83.11262498931853
0.0056,-9.950948,-167.4201833852073,81.78059647682798
0.01702857142857143,-11.819179,-167.34104620965823,80.44914941841543
0.028457142857142858,-13.564993,-167.24705150248369,79.11833171637717
0.03988571428571429,-15.326702,-167.13917281269823,77.78826152861015
0.051314285714285715,-17.301972,-167.0172837317019,76.45904927064153
0.06274285714285714,-19.507601,-166.8796858671055,75.1308063632916
0.07417142857142858,-21.858802,-166.72454723660732,73.8036577342321
0.08560000000000001,-24.416029,-166.55071014579278,72.47774288039044
0.09702857142857142,-27.078628,-166.3565361260728,71.1532105055219
0.10845714285714286,-29.908918,-166.14118718266914,69.83022234367563
0.11988571428571429,-33.033049,-165.9033297147928,68.50894679324473
0.13131428571428572,-36.216942,-165.64062688510913,67.18956285838563
0.14274285714285714,-39.541679,-165.35260342273097,65.87226812748477
0.15417142857142857,-43.028272,-165.0381392337382,64.55726396862836
0.1656,-46.64898,-164.6959471215055,63.24476065770405
0.17702857142857145,-50.460532,-164.32496050601458,61.9349787073232
0.18845714285714288,-54.707029,-163.92366165698184,60.62814711231719
0.19988571428571428,-58.636845,-163.48859157544365,59.32450693761239
0.21131428571428573,-63.04046,-163.02226873902546,58.024326756610584
0.22274285714285716,-67.456996,-162.52092515349818,56.72785511394787
0.2341714285714286,-71.920906,-161.9844580616727,55.43537052009078
0.2456,-76.3378,-161.41249071104727,54.14715230270576
0.25702857142857144,-81.244961,-160.80539700704728,52.863482785669184
0.2684571428571429,-86.146684,-160.1592779899309,51.5846413192895
0.2798857142857143,-91.104486,-159.47417690662908,50.31093826123867
0.2913142857142857,-96.443998,-158.7496477761491,49.04268362525758
0.30274285714285715,-101.769607,-157.98265496296364,47.780190971852356
0.3141714285714286,-107.162463,-157.17330903384,46.523798003110535
0.32560000000000006,-112.901191,-156.3210751917273,45.273841541812324
0.33702857142857146,-118.43334,-155.4232028109382,44.03066266383302
0.34845714285714285,-124.104445,-154.48133475792,42.79462432002385
0.35988571428571425,-130.313553,-153.4943659535018,41.56607639596722
0.3713142857142857,-136.537938,-152.45801780655273,40.34537756563883
0.38274285714285716,-142.874212,-151.37216882325816,39.13292052948272
0.3941714285714286,-149.309347,-150.23592918091637,37.92909895415012
0.4056,-156.355576,-149.04851266495638,36.73431358280952
0.41702857142857147,-163.64554,-147.8050594114582,35.54897141117949
0.4284571428571429,-170.481964,-146.50363106243998,34.37351808415091
0.4398857142857144,-178.099463,-145.14783449782908,33.208414661847065
0.4513142857142857,-185.02866,-143.73145804117092,32.05409351985888
0.4627428571428572,-192.878714,-142.25997557055274,30.911036433546005
0.4741714285714286,-200.295725,-140.72606376139638,29.779681646008555
0.48560000000000003,-208.210164,-139.1331664865782,28.660525640749743
0.4970285714285715,-216.462356,-137.47732783687638,27.554037513091025
