r/R,Fy,V,Mz
0.5084571428571429,-224.047627,-135.75586175479637,26.460717818621028
0.5198857142857144,-232.977542,-133.97407208116365,25.381088474411065
0.5313142857142857,-240.618984,-132.12126522896727,24.315629217532862
0.5427428571428572,-249.939848,-130.20768807257454,23.26490482823922
0.5541714285714285,-258.936042,-128.21998462684365,22.229398596185693
0.5656,-267.925149,-126.1607369037382,21.209700027535124
0.5770285714285714,-277.082301,-124.03000126423638,20.20637809441339
0.5884571428571429,-286.44612,-121.82644129228365,19.2200013207229
0.5998857142857144,-295.44714,-119.54841342159273,18.251148858518448
0.6113142857142858,-304.624836,-117.19880289366546,17.300412930689276
0.6227428571428572,-314.631875,-114.77620465245818,16.368362814585836
0.6341714285714286,-323.866949,-112.27402315927637,15.455578961586102
0.6456000000000001,-333.85491,-109.69839764122909,14.562694275588512
0.6570285714285715,-343.185945,-107.04334059333819,13.690292836892628
0.6684571428571429,-353.291704,-104.31407636892001,12.839006342792153
0.6798857142857143,-363.198458,-101.50444379929093,12.009424942723689
0.6913142857142858,-372.777491,-98.61602551694183,11.202187784218054
0.7027428571428572,-382.747472,-95.65142779760728,10.417921428561502
0.7141714285714286,-393.099735,-92.60754153846545,9.657231710040168
0.7256000000000001,-403.184968,-89.48132655502909,8.92074918878699
0.7370285714285716,-413.595843,-86.27490646406181,8.209128602692996
0.7484571428571429,-423.58425,-82.9856915235491,7.5230078011042565
0.7598857142857143,-433.670329,-79.61704150627638,6.863045228878795
0.7713142857142857,-444.362542,-76.16817965346546,6.229872611517972
0.7827428571428572,-454.619802,-72.63428554672363,5.624127851873866
0.7941714285714285,-464.755879,-69.01881824863636,5.046487188271377
0.8056,-474.201412,-65.32274149455273,4.497599350054039
0.8170285714285714,-483.697245,-61.55154699257455,3.9781054022409963
0.8284571428571429,-492.717615,-57.704834720520005,3.488602735794594
0.8398857142857143,-500.977586,-53.786385905956365,3.0296919229444947
0.8513142857142858,-508.802603,-49.80224779474909,2.601943464848762
0.8627428571428573,-515.772201,-45.755879457436365,2.2058797705683393
0.8741714285714286,-521.176586,-41.65408380802909,1.8419957401195635
0.8856,-525.648188,-37.50930855864,1.510732171798983
0.8970285714285715,-528.589415,-33.32897187807273,1.212430870643544
0.908457142857143,-529.126864,-29.125244421327267,0.9473746470168346
0.9198857142857144,-526.961993,-24.917242779261816,0.7157495213824975
0.9313142857142859,-520.788648,-20.726457765839996,0.5175894851706954
0.9427428571428571,-509.506664,-16.584767681563637,0.3527576192292696
0.9541714285714286,-490.689912,-12.532800139134547,0.22086348497625258
0.9656,-461.483105,-8.630477093520001,0.12119354350611711
0.9770285714285715,-416.472187,-4.960427818483637,0.05255771294783258
0.9997714285714286,-207.267022,-1.6483380985963636,0.013108783351382717
