r/R,f_y [N/m],V_y [N],M_z [Nm],f_z [N/m],V_z [N],M_y [Nm],m_x [Nm/m],T [Nm]
0.7484571428571429,324.6567,60.84531814096553,-5.112748509895202,-52.050586,-7.975891344165518,0.6149726975035298,0.298473,0.04538335704827587
0.7598857142857143,331.520161,58.20612955244691,-4.633915376827629,-52.346889,-7.555997499889656,0.552502369407992,0.298326,0.042982990311724145
0.7713142857142857,338.581094,55.51093609095725,-4.176537496253606,-53.196513,-7.131494658190346,0.4934282630177006,0.285094,0.04063643483586207
0.7827428571428572,345.779437,52.758390837997254,-3.7410707964952175,-52.983588,-6.704430969202759,0.43777921594255814,0.28594,0.0383396967062069
0.7941714285714285,352.203552,49.95105511948139,-3.327966321444172,-53.151393,-6.277548755966897,0.3855647981789792,0.283007,0.03605135263448276
0.8056,358.507843,47.09252487421242,-2.9376503500488464,-53.238027,-5.849643171525518,0.33678839588854076,0.28171,0.03378002191448276
0.8170285714285714,364.554829,44.18431694103725,-2.570528597313304,-53.240759,-5.421378150868966,0.2914555708180548,0.280046,0.031520600540689656
0.8284571428571429,370.174695,41.2291841245076,-2.2269896054414025,-53.18821,-4.993313497622069,0.2495669627532274,0.276539,0.02928197728551724
0.8398857142857143,375.720392,38.22914264355311,-1.9074027352956573,-52.961081,-4.566373728579311,0.21111724144067123,0.274373,0.027066171227586203
0.8513142857142858,380.341228,35.18821066573242,-1.6121130770199654,-52.647825,-4.141607425274484,0.17609314068944687,0.270778,0.024873536308965515
0.8627428571428573,384.707387,32.11113237422897,-1.3414304779792379,-52.182762,-3.7199715746648283,0.14447332777382887,0.267939,0.022706779382068963
0.8741714285714286,388.017418,29.00317991715311,-1.095624499163141,-51.552343,-3.3027418282096557,0.11622749014240542,0.266275,0.020558133831724137
0.8856,390.411411,25.87228548216828,-0.8749115928122151,-50.710816,-2.8914323500800005,0.09131409441289834,0.263569,0.01842706472275862
0.8970285714285715,391.779495,22.726259714035866,-0.6794448924092754,-49.608106,-2.4879427272496555,0.06967787686049381,0.257365,0.016331832248275863
0.908457142857143,391.67135,19.575166384353107,-0.509305639301824,-48.248926,-2.094354995784828,0.0512475593979165,0.246117,0.014306792921379312
0.9198857142857144,389.579874,16.432920082030346,-0.3644786322177218,-46.508565,-1.7132338319834486,0.035933174540299546,0.236415,0.012366015939310346
0.9313142857142859,384.929405,13.317790347459312,-0.24481922309718135,-44.269542,-1.348118025070345,0.023620206243514907,0.221842,0.01052287468137931
0.9427428571428571,376.581156,10.254942353147587,-0.15000806646963688,-41.399612,-1.0035507794648277,0.014161632127618956,0.204881,0.008806565346206897
0.9541714285714286,363.206867,7.279463904777931,-0.07948347523086334,-37.640722,-0.6856451050593104,0.007367569783794973,0.1811,0.007254123144827587
0.9656,343.011266,4.439005869153103,-0.03235098162978348,-32.604539,-0.4031138208165518,0.0029885062970997816,0.141566,0.005956338240000001
0.9770285714285715,312.577866,1.8021811672055172,-0.007248496942856951,-25.364923,-0.1699566467586207,0.0006835773544112249,0.056287,0.005160559828965518
0.9997714285714286,135.495298,0.0,-0.0,-16.891102,0.0,-0.0,1.226774,0.0
