r/R,f_y [N/m],V_y [N],M_z [Nm],f_z [N/m],V_z [N],M_y [Nm],m_x [Nm/m],T [Nm]
0.1250000000000001,9.19355,168.54788814455173,-83.0847944262389,-6.521987,-18.411696739117243,7.546877832467097,0.097788,0.3177134235310346
0.1299000000000001,9.950948,168.47088765328553,-81.72928166730581,-7.059292,-18.357071898339314,7.3989913092301,0.105844,0.3168944015834484
0.1399000000000001,11.819179,168.38332670110347,-80.37443078584734,-7.531469,-18.298386851337934,7.251560526176226,0.117119,0.3159976290206898
0.1499000000000001,13.564993,168.2812298106869,-79.02034272131164,-8.099507,-18.23551798786759,7.104618641333297,0.127015,0.3150157052358622
0.1599000000000001,15.326702,168.16502542086621,-77.66713267958032,-8.622943,-18.168259140695174,6.958200139116898,0.140736,0.313938792248276
0.1699000000000001,17.301972,168.03379064378484,-76.31491785524305,-9.172971,-18.09668274728276,6.812340041812976,0.158466,0.31273538116965527
0.17990000000000012,19.507601,167.8857400025876,-74.96382633611915,-9.781797,-18.02044536316138,6.667074461716348,0.174315,0.3113969130372415
0.1899000000000001,21.858802,167.71936147686623,-73.61399947278937,-10.37228,-17.939384275531033,6.522441546921276,0.189399,0.30993403024551736
0.1999000000000001,24.416029,167.53324091521657,-72.26559038509929,-10.993705,-17.853448810344826,6.378480303778636,0.200775,0.30836472350896565
0.2099000000000001,27.078628,167.32612585340692,-70.91876291820645,-11.554943,-17.762756593009655,6.235229469356316,0.213002,0.3067004838786208
0.2199000000000001,29.908918,167.09691801321932,-69.57369037211669,-12.120272,-17.667533245506206,6.092726400157541,0.222744,0.30494788341517254
0.2299000000000001,33.033049,166.84376108112002,-68.2305579304076,-12.784935,-17.567362785351722,5.9510092183286005,0.230576,0.30312459911172424
0.2399000000000001,36.216942,166.56523284145658,-66.88956396312727,-13.377891,-17.462134094846895,5.810118166049071,0.240658,0.3012292634648277
0.24990000000000012,39.541679,166.2605264430621,-65.5509158057843,-13.947944,-17.35222770193655,5.670092401911939,0.251482,0.29924984244413805
0.25990000000000013,43.028272,165.92842440566073,-64.21482893588792,-14.541254,-17.237642182808273,5.530969559727227,0.260643,0.29719004037517255
0.2699000000000001,46.64898,165.56773631347866,-62.881528515671356,-15.114656,-17.1183640675531,5.392787333208532,0.27069,0.29505298240551736
0.2799000000000001,50.460532,165.17715515900693,-61.5512497521765,-15.745049,-16.99424420578758,5.255584070139482,0.278073,0.2928458197737932
0.2899000000000001,54.707029,164.75416397572968,-60.22424323273251,-16.38376,-16.86501992020965,5.119399774703057,0.274152,0.29062473273931044
0.29990000000000006,58.636845,164.2982870976828,-58.90077158124276,-16.942853,-16.730977984336548,4.984274354165599,0.29391,0.2883399481986208
0.30990000000000006,63.04046,163.8088925854345,-57.581101876475905,-17.576587,-16.592138416005515,4.850246481857464,0.298998,0.2859552313324139
0.3199000000000001,67.456996,163.28402281757795,-56.265511612592896,-18.180652,-16.448320334731033,4.717355478109674,0.30698,0.2835179460248277
0.3299000000000001,71.920906,162.72343528346485,-54.95428713283753,-18.743418,-16.29980917870345,4.58564024271495,0.316007,0.281012249346207
0.33990000000000004,76.3378,162.12712854319452,-53.647715761639546,-19.216218,-16.147132904805517,4.455136403934933,0.331074,0.27840964493793113
0.34990000000000004,81.244961,161.4933198106759,-52.34609199970867,-19.856374,-15.98998024512,4.325878718493302,0.340026,0.2757104344551725
0.35990000000000005,86.146684,160.82005907023452,-51.04972536134076,-20.44648,-15.827879386824828,4.1979050927184725,0.346289,0.27295002819310354
0.36990000000000006,91.104486,160.1071426402759,-49.75893402315063,-20.919252,-15.661503559911724,4.071252622825115,0.357947,0.27011754243310354
0.37990000000000007,96.443998,159.35280970324968,-48.47404406310412,-21.571599,-15.490602426786207,3.945956704125514,0.366649,0.2672031673489656
0.3899000000000001,101.769607,158.5555809140359,-47.1953945913248,-22.173405,-15.31465700380138,3.8220558261950406,0.373103,0.2642278337875863
0.3999000000000001,107.162463,157.71524171938762,-45.9233315309123,-22.592722,-15.134604553688275,3.699586796261744,0.386362,0.26117321318068976
