Local DOF,R_e Value
0,0.000000000000e+00
1,-1.748471197738e-04
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-3.326483536459e-06
6,0.000000000000e+00
7,-1.781758547924e-04
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-3.331729708533e-06
