Local DOF,R_e Value
0,0.000000000000e+00
1,-8.889476668993e-06
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-1.221764999662e-06
6,0.000000000000e+00
7,-1.014283179661e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-1.295448053617e-06
