Local DOF,R_e Value
0,0.000000000000e+00
1,-6.913056107104e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-2.739268679103e-06
6,0.000000000000e+00
7,-7.188369789143e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-2.771609617962e-06
