Theory,Parameter,Scale,uy [mm],theta_z [deg],Pi_uy,Pi_theta,Order_uy,Order_theta,Order_Pi_uy,Order_Pi_theta
Levinson,F,0.19563983435170637,0.07529580269003654,0.006391968437313215,2.9632699547390464,2.4891666548325142e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.20022003718155845,0.07705858300366585,0.006541613380644519,2.963269954739047,2.6070807144426496e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2049074689815847,0.07886263247604113,0.006694761721917203,2.963269954739046,2.7305804689385617e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2097046401323233,0.08070891727603229,0.006851495480589202,2.963269954739047,2.8599305177027168e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2146141197858404,0.08259842619187723,0.007011898596308971,2.9632699547390464,2.995407994427927e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.21963853724165458,0.08453217116073285,0.00717605697386982,2.963269954739046,3.13730316087889e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.22478058335487253,0.08651118781062377,0.00734405852921673,2.963269954739046,3.2859200287807436e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2300430119772918,0.08853653601507866,0.007515993236530206,2.9632699547390464,3.441577011167029e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2354286414322418,0.09060930046075162,0.007691953176412482,2.9632699547390464,3.60460760458261e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2409403560239525,0.09273059122833206,0.00787203258520179,2.9632699547390464,3.775361103603147e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.24658110758226032,0.09490154438705498,0.00805632790544118,2.9632699547390464,3.9542033492020076e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2523539170434766,0.09712332260312882,0.008244937837528847,2.963269954739046,4.141517512567968e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2582618760682676,0.09939711576240833,0.0084379633925777,2.963269954739046,4.337704916053099e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.26430814869741054,0.10172414160764434,0.008635507946512432,2.9632699547390464,4.543185893009655e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2704959730463135,0.10410564639065295,0.008837677295433069,2.9632699547390464,4.758400688358224e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2768286630392066,0.10654290553975267,0.009044579712274688,2.9632699547390464,4.9838104018166176e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.2833096101839324,0.1090372243428271,0.009256326004793572,2.963269954739046,5.219897975810313e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.28994228538828765,0.11158993864637955,0.009473029574910957,2.963269954739046,5.4671692301811606e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.29673024081888694,0.11420241557095279,0.009694806479446049,2.9632699547390464,5.726153945911117e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.30367711180354584,0.11687605424329842,0.00992177549227091,2.963269954739046,5.997407000182969e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3107866187782013,0.11961228654568704,0.010154058167920496,2.963269954739046,6.281509555209925e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3180625692794119,0.12241257788276079,0.010391778906691842,2.963269954739046,6.579070303381081e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3255088599835058,0.12527842796633923,0.010635065021267374,2.963269954739046,6.890726771390593e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3331294787934673,0.12821137161859825,0.010884046804897905,2.9632699547390464,7.217146686144584e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3409285069746812,0.1312129795940529,0.01113885760118194,2.9632699547390464,7.559029405372316e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3489101213406773,0.13428485942078391,0.011399633875478595,2.963269954739046,7.917107416006689e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.35707859649004636,0.13742865626135814,0.011666515287992372,2.9632699547390464,8.292147903544345e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3654383070957256,0.14064605379390488,0.011939644768568975,2.9632699547390464,8.684954395747805e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.3739937302478798,0.14393877511381922,0.012219168593242215,2.963269954739046,9.096368484211249e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.38274944785163123,0.14730858365657518,0.01250523646257293,2.963269954739046,9.527271627478369e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.39171014908092594,0.15075728414214407,0.012798001581822002,2.963269954739046,9.978587039575605e-08,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.40088063288984654,0.15428672354152187,0.013097620743000263,2.9632699547390464,1.0451281668006829e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.41026581058271927,0.1578987920658853,0.013404254408839366,2.9632699547390464,1.0946368265447446e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.419870708444391,0.1615954241789051,0.0137180667987285,2.963269954739046,1.1464907559576515e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.42970047043208404,0.1653785996327587,0.014039225976662994,2.963269954739046,1.200801052569573e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.439760360930272,0.16925034452839793,0.014367903941251975,2.963269954739047,1.257684076700446e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.4500557675700499,0.1732127324006388,0.014704276717833156,2.963269954739046,1.317261700763048e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.4605922041145106,0.17726788532865437,0.015048524452744195,2.9632699547390464,1.3796615703757845e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.4713753134116724,0.18141797507246687,0.015400831509801137,2.963269954739046,1.44501737784463e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.482410870416537,0.18566522423604545,0.01576138656903542,2.9632699547390464,1.513469148600139e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.49370478528390027,0.19001190745763466,0.0161303827277426,2.9632699547390464,1.5851635412032513e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5052631065335681,0.19446035262794953,0.01650801760389664,2.963269954739046,1.6602541615626305e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5170920242896758,0.19901294213689064,0.01689449344198536,2.9632699547390464,1.7389018920367649e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5291978735958442,0.20367211414944672,0.017290017221323624,2.9632699547390464,1.8212752361259328e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5415871378079472,0.20844036391146709,0.01769480076690224,2.9632699547390464,1.9075506794925261e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5542664520663105,0.21332024508600544,0.01810906086283207,2.9632699547390464,1.997913068083245e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5672426068491979,0.2183143711209478,0.018533019368443957,2.963269954739046,2.0925560041632684e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5805225516094898,0.22342541664865936,0.018966903337106746,2.963269954739046,2.1916822611109183e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.5941133984965034,0.22865611891839954,0.019410945137827016,2.9632699547390464,2.29550421786154e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6080224261649424,0.23400927926227058,0.019865382579695577,2.963269954739046,2.404244313931346e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.622257083673023,0.23948776459548682,0.020330459039247493,2.9632699547390464,2.5181355259961737e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6368249944718588,0.2450945089517679,0.02080642359080376,2.963269954739046,2.6374218670462034e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6517339604882424,0.2508325150546763,0.021293531139864454,2.963269954739046,2.762358909186069e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6669919663030122,0.25670485592574344,0.02179204255962481,2.9632699547390464,2.8932143312004994e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6826071834272389,0.2627146765302435,0.022302224830687337,2.9632699547390464,3.030268492058616e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.6985879746785247,0.268865195461497,0.022824351184044776,2.963269954739047,3.173815031585658e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.7149428986597579,0.27515970666460743,0.02335870124741053,2.9632699547390464,3.324161499589071e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.7316807143427196,0.28160158120055107,0.023905561194974802,2.9632699547390464,3.481630014786834e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.7488103857590023,0.28819426905156864,0.024465223900666876,2.963269954739046,3.6465579549498586e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.7663410868007459,0.29494130096882204,0.025037989095005334,2.963269954739047,3.8192986797370077e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.784282206133768,0.30184629036330857,0.025624163525620452,2.9632699547390464,4.000222287771489e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.8026433522257176,0.30891293524104335,0.026224061121534636,2.9632699547390464,4.189716409580628e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.8214343584919426,0.31614502018354723,0.026838003161288863,2.9632699547390464,4.388187038097902e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.8406652885618325,0.3235464183747009,0.027466318445005224,2.963269954739046,4.596059398506618e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.8603464416684504,0.33112109367505016,0.028109343470477666,2.9632699547390464,4.813778859288845e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.8804883581643462,0.33887310274467414,0.02876742261338531,2.9632699547390464,5.04181188643157e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.9011018251665021,0.3468065972157523,0.02944090831172478,2.9632699547390464,5.280647042834461e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.9221978823334327,0.3549258259159942,0.030130161254560344,2.9632699547390464,5.53079603506044e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.9437878277775381,0.3632351371441236,0.030835550575193004,2.963269954739047,5.792794809671817e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.9658832241158704,0.3717389809986341,0.031557454048851886,2.9632699547390464,6.067204701500811e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,0.9884959046625583,0.38044191176106457,0.03229625829501392,2.963269954739046,6.354613636314696e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.011637979766207,0.3893485903350701,0.03305235898446006,2.963269954739046,6.655637390452284e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.0353218432956621,0.3984637867425958,0.03382616105117904,2.9632699547390464,6.970920910130498e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.059560179277616,0.4077923826784883,0.03461807890923201,2.963269954739046,7.301139693247683e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.0843659686896103,0.4173393741249153,0.03542853667469436,2.963269954739046,7.647001236644208e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.1097524964120722,0.4271098740269918,0.036257968392793424,2.9632699547390464,8.009246551921066e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.135733358343105,0.43710911503104694,0.037106818270363905,2.963269954739046,8.388651753064183e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.1623224686798523,0.44734245228699765,0.03797554091374537,2.963269954739046,8.786029719275947e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.1895340673703196,0.4578153663163282,0.03886460157224917,2.9632699547390464,9.202231836576465e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.2173827277396614,0.468533465947215,0.039774476387325314,2.963269954739046,9.638149821906122e-07,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.2458833642950082,0.47950249131836703,0.04070565264756285,2.963269954739046,1.0094717633637532e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.2750512407130135,0.4907283169531878,0.04165862904965985,2.9632699547390464,1.0572913472590029e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.3049019780144022,0.502216954905911,0.04263391596550333,2.963269954739046,1.107376187783417e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.3354515629298989,0.5139745579813898,0.04363203571550184,2.9632699547390455,1.1598335921776304e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.3667163564620066,0.5260074230302646,0.044653522848316946,2.963269954739046,1.2147759509226186e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.3987131026472386,0.5383219943212794,0.04569892442714393,2.9632699547390464,1.2723209785373674e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.4314589375234792,0.5509248669925442,0.046768800322694516,2.963269954739046,1.3325919657833277e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.4649713983072856,0.5638227905835999,0.047863723513038754,2.963269954739046,1.3957180438160315e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.4992684327860455,0.5770226726501712,0.04898428039046674,2.9632699547390464,1.4618344608498034e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.5343684089300125,0.5905315824635479,0.05013107107553423,2.963269954739046,1.531082871928327e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.5702901247293775,0.6043567547965715,0.05130470973846062,2.963269954739046,1.6036116424219049e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.6070528182616393,0.6185055937982608,0.05250582492805128,2.9632699547390464,1.6795761659016583e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.6446761779946635,0.6329856769591435,0.05373505990832039,2.9632699547390464,1.7591391970717077e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.6831803533309566,0.6478047591694267,0.0549930730029947,2.9632699547390464,1.84247120047266e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.7225859653987865,0.6629707768721685,0.05628053794808236,2.9632699547390464,1.9297507157034755e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.762914118095948,0.6784918523136877,0.05759814425269614,2.963269954739046,2.02116473994424e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.8041864093920728,0.6943762978934772,0.05894659756832391,2.9632699547390464,2.1169091285993763e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.8464249428955435,0.710632620615957,0.06032662006674423,2.9632699547390464,2.2171890149196824e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.8896523396912097,0.7272695266464492,0.0617389508267897,2.9632699547390464,2.3222192495022565e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.933891750455231,0.7442959259738119,0.06318434623016447,2.9632699547390464,2.4322248606098973e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,1.9791668678535574,0.7617209371822353,0.06466358036652903,2.9632699547390464,2.5474415362962856e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.0255019392306677,0.7795538923347515,0.06617744544806814,2.963269954739046,2.6681161293698407e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.072921779595371,0.7978043419710711,0.06772675223376452,2.963269954739046,2.794507186278178e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.12145178491063,0.8164820602224322,0.06931233046360558,2.963269954739047,2.92688550104631e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.1711179456945042,0.8355970500461886,0.07093502930295512,2.963269954739047,3.0655346954553686e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.2219468609395236,0.8551595485829503,0.0725957177973287,2.9632699547390464,3.210751826704936e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.273965752357929,0.8751800326391439,0.07429528533781599,2.9632699547390464,3.362848023860895e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.3272024789604084,0.8956692242979221,0.07603464213739893,2.963269954739046,3.5221491544523418e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.381685551976158,0.91663809666144,0.07781471971842181,2.9632699547390464,3.6889965226458648e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.4374441501222206,0.9380978797275584,0.07963647141147294,2.9632699547390464,3.863747600492888e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.4945081352303164,0.9600600664041333,0.08150087286594636,2.963269954739046,4.046776793816905e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.552908068239518,0.9825364186641088,0.08340892257255646,2.9632699547390464,4.238476244381476e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.612675225563328,1.0055389738447056,0.08536164239808515,2.963269954739046,4.4392566700576175e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.6738416158399465,1.029080051094089,0.08736007813264862,2.9632699547390455,4.649548244790722e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.7364399970746707,1.053172257968953,0.0894053000497759,2.9632699547390464,4.869801520252245e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.800503894183631,1.0778284971865721,0.0914984034795999,2.963269954739047,5.100488391150887e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.8660676169482517,1.1030619735349236,0.0936405093954678,2.963269954739046,5.342103106271452e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,2.933166278390044,1.128886200944584,0.09583276501428452,2.9632699547390464,5.595163327407491e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,3.001835813575589,1.155315009726195,0.09807634441091134,2.9632699547390464,5.8602112384565666e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,3.0721129988617575,1.182362553977361,0.10037244914694812,2.963269954739046,6.1378147070543135e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,3.1440354715915,1.2100433191629554,0.10272230891423648,2.963269954739046,6.428568501236192e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
Levinson,F,3.217641750250737,1.2383721298728967,0.10512718219342826,2.9632699547390464,6.733095563733586e-06,1.0000000000000002,1.0000000000000004,8.117749006894588e-17,1.9999999999999991
