Row,Col,K Value
0,0,5999997000.001502
0,6,-5999997000.001502
1,1,15120279719.569086
1,7,-15120279719.569086
2,2,60480211679.637146
2,8,-60480211679.637146
3,3,1969612.4301937849
3,9,-1969612.4301937849
6,0,-5999997000.001502
6,6,5999997000.001502
7,1,-15120279719.569086
7,7,15120279719.569086
8,2,-60480211679.637146
8,8,60480211679.637146
9,3,-1969612.4301937849
9,9,1969612.4301937849
