Row,Col,K Value
0,0,5999997000.001502
0,6,-5999997000.001502
1,1,15120279719.569098
1,7,-15120279719.569098
2,2,60480211679.63718
2,8,-60480211679.63718
3,3,1969612.4301937856
3,9,-1969612.4301937856
6,0,-5999997000.001502
6,6,5999997000.001502
7,1,-15120279719.569098
7,7,15120279719.569098
8,2,-60480211679.63718
8,8,60480211679.63718
9,3,-1969612.4301937856
9,9,1969612.4301937856
