Row,Col,K Value
0,0,6000006000.0060005
0,6,-6000006000.0060005
1,1,15120347760.997921
1,7,-15120347760.997921
2,2,60480483841.27008
2,8,-60480483841.27008
3,3,1969615.3846153847
3,9,-1969615.3846153847
6,0,-6000006000.0060005
6,6,6000006000.0060005
7,1,-15120347760.997921
7,7,15120347760.997921
8,2,-60480483841.27008
8,8,60480483841.27008
9,3,-1969615.3846153847
9,9,1969615.3846153847
