[Grid]
[node_id]   [x]         [y]       [z]
0          0.000000   0.0      0.0      
1          0.399313   0.0      0.0      
2          0.798625   0.0      0.0      
3          1.197938   0.0      0.0      
4          1.597251   0.0      0.0      
5          1.996563   0.0      0.0      
6          2.395876   0.0      0.0      
7          2.795188   0.0      0.0      
8          3.194501   0.0      0.0      
9          3.593814   0.0      0.0      
