[element_types]
EulerBernoulliBeamElement

[node_ids]   [x]          [y]        [z]        [connectivity]
626          5.005005     0.0        0.0        (626, 627)
627          5.013013     0.0        0.0        (627, 628)
628          5.021021     0.0        0.0        (628, 629)
629          5.029029     0.0        0.0        (629, 630)
630          5.037037     0.0        0.0        (630, 631)
631          5.045045     0.0        0.0        (631, 632)
632          5.053053     0.0        0.0        (632, 633)
633          5.061061     0.0        0.0        (633, 634)
634          5.069069     0.0        0.0        (634, 635)
635          5.077077     0.0        0.0        (635, 636)
636          5.085085     0.0        0.0        (636, 637)
637          5.093093     0.0        0.0        (637, 638)
638          5.101101     0.0        0.0        (638, 639)
639          5.109109     0.0        0.0        (639, 640)
640          5.117117     0.0        0.0        (640, 641)
641          5.125125     0.0        0.0        (641, 642)
642          5.133133     0.0        0.0        (642, 643)
643          5.141141     0.0        0.0        (643, 644)
644          5.149149     0.0        0.0        (644, 645)
645          5.157157     0.0        0.0        (645, 646)
646          5.165165     0.0        0.0        (646, 647)
647          5.173173     0.0        0.0        (647, 648)
648          5.181181     0.0        0.0        (648, 649)
649          5.189189     0.0        0.0        (649, 650)
650          5.197197     0.0        0.0        (650, 651)
651          5.205205     0.0        0.0        (651, 652)
652          5.213213     0.0        0.0        (652, 653)
653          5.221221     0.0        0.0        (653, 654)
654          5.229229     0.0        0.0        (654, 655)
655          5.237237     0.0        0.0        (655, 656)
656          5.245245     0.0        0.0        (656, 657)
657          5.253253     0.0        0.0        (657, 658)
658          5.261261     0.0        0.0        (658, 659)
659          5.269269     0.0        0.0        (659, 660)
660          5.277277     0.0        0.0        (660, 661)
661          5.285285     0.0        0.0        (661, 662)
662          5.293293     0.0        0.0        (662, 663)
663          5.301301     0.0        0.0        (663, 664)
664          5.309309     0.0        0.0        (664, 665)
665          5.317317     0.0        0.0        (665, 666)
666          5.325325     0.0        0.0        (666, 667)
667          5.333333     0.0        0.0        (667, 668)
668          5.341341     0.0        0.0        (668, 669)
669          5.349349     0.0        0.0        (669, 670)
670          5.357357     0.0        0.0        (670, 671)
671          5.365365     0.0        0.0        (671, 672)
672          5.373373     0.0        0.0        (672, 673)
673          5.381381     0.0        0.0        (673, 674)
674          5.389389     0.0        0.0        (674, 675)
675          5.397397     0.0        0.0        (675, 676)
676          5.405405     0.0        0.0        (676, 677)
677          5.413413     0.0        0.0        (677, 678)
678          5.421421     0.0        0.0        (678, 679)
679          5.429429     0.0        0.0        (679, 680)
680          5.437437     0.0        0.0        (680, 681)
681          5.445445     0.0        0.0        (681, 682)
682          5.453453     0.0        0.0        (682, 683)
683          5.461461     0.0        0.0        (683, 684)
684          5.469469     0.0        0.0        (684, 685)
685          5.477477     0.0        0.0        (685, 686)
686          5.485485     0.0        0.0        (686, 687)
687          5.493493     0.0        0.0        (687, 688)
688          5.501502     0.0        0.0        (688, 689)
689          5.509510     0.0        0.0        (689, 690)
690          5.517518     0.0        0.0        (690, 691)
691          5.525526     0.0        0.0        (691, 692)
692          5.533534     0.0        0.0        (692, 693)
693          5.541542     0.0        0.0        (693, 694)
694          5.549550     0.0        0.0        (694, 695)
695          5.557558     0.0        0.0        (695, 696)
696          5.565566     0.0        0.0        (696, 697)
697          5.573574     0.0        0.0        (697, 698)
698          5.581582     0.0        0.0        (698, 699)
699          5.589590     0.0        0.0        (699, 700)
700          5.597598     0.0        0.0        (700, 701)
701          5.605606     0.0        0.0        (701, 702)
702          5.613614     0.0        0.0        (702, 703)
703          5.621622     0.0        0.0        (703, 704)
704          5.629630     0.0        0.0        (704, 705)
705          5.637638     0.0        0.0        (705, 706)
706          5.645646     0.0        0.0        (706, 707)
707          5.653654     0.0        0.0        (707, 708)
708          5.661662     0.0        0.0        (708, 709)
709          5.669670     0.0        0.0        (709, 710)
710          5.677678     0.0        0.0        (710, 711)
711          5.685686     0.0        0.0        (711, 712)
712          5.693694     0.0        0.0        (712, 713)
713          5.701702     0.0        0.0        (713, 714)
714          5.709710     0.0        0.0        (714, 715)
715          5.717718     0.0        0.0        (715, 716)
716          5.725726     0.0        0.0        (716, 717)
717          5.733734     0.0        0.0        (717, 718)
718          5.741742     0.0        0.0        (718, 719)
719          5.749750     0.0        0.0        (719, 720)
720          5.757758     0.0        0.0        (720, 721)
721          5.765766     0.0        0.0        (721, 722)
722          5.773774     0.0        0.0        (722, 723)
723          5.781782     0.0        0.0        (723, 724)
724          5.789790     0.0        0.0        (724, 725)
725          5.797798     0.0        0.0        (725, 726)
726          5.805806     0.0        0.0        (726, 727)
727          5.813814     0.0        0.0        (727, 728)
728          5.821822     0.0        0.0        (728, 729)
729          5.829830     0.0        0.0        (729, 730)
730          5.837838     0.0        0.0        (730, 731)
731          5.845846     0.0        0.0        (731, 732)
732          5.853854     0.0        0.0        (732, 733)
733          5.861862     0.0        0.0        (733, 734)
734          5.869870     0.0        0.0        (734, 735)
735          5.877878     0.0        0.0        (735, 736)
736          5.885886     0.0        0.0        (736, 737)
737          5.893894     0.0        0.0        (737, 738)
738          5.901902     0.0        0.0        (738, 739)
739          5.909910     0.0        0.0        (739, 740)
740          5.917918     0.0        0.0        (740, 741)
741          5.925926     0.0        0.0        (741, 742)
742          5.933934     0.0        0.0        (742, 743)
743          5.941942     0.0        0.0        (743, 744)
744          5.949950     0.0        0.0        (744, 745)
745          5.957958     0.0        0.0        (745, 746)
746          5.965966     0.0        0.0        (746, 747)
747          5.973974     0.0        0.0        (747, 748)
748          5.981982     0.0        0.0        (748, 749)
749          5.989990     0.0        0.0        (749, 750)
750          5.997998     0.0        0.0        (750, 751)
751          6.006006     0.0        0.0        (751, 752)
752          6.014014     0.0        0.0        (752, 753)
753          6.022022     0.0        0.0        (753, 754)
754          6.030030     0.0        0.0        (754, 755)
755          6.038038     0.0        0.0        (755, 756)
756          6.046046     0.0        0.0        (756, 757)
757          6.054054     0.0        0.0        (757, 758)
758          6.062062     0.0        0.0        (758, 759)
759          6.070070     0.0        0.0        (759, 760)
760          6.078078     0.0        0.0        (760, 761)
761          6.086086     0.0        0.0        (761, 762)
762          6.094094     0.0        0.0        (762, 763)
763          6.102102     0.0        0.0        (763, 764)
764          6.110110     0.0        0.0        (764, 765)
765          6.118118     0.0        0.0        (765, 766)
766          6.126126     0.0        0.0        (766, 767)
767          6.134134     0.0        0.0        (767, 768)
768          6.142142     0.0        0.0        (768, 769)
769          6.150150     0.0        0.0        (769, 770)
770          6.158158     0.0        0.0        (770, 771)
771          6.166166     0.0        0.0        (771, 772)
772          6.174174     0.0        0.0        (772, 773)
773          6.182182     0.0        0.0        (773, 774)
774          6.190190     0.0        0.0        (774, 775)
775          6.198198     0.0        0.0        (775, 776)
776          6.206206     0.0        0.0        (776, 777)
777          6.214214     0.0        0.0        (777, 778)
778          6.222222     0.0        0.0        (778, 779)
779          6.230230     0.0        0.0        (779, 780)
780          6.238238     0.0        0.0        (780, 781)
781          6.246246     0.0        0.0        (781, 782)
782          6.254254     0.0        0.0        (782, 783)
783          6.262262     0.0        0.0        (783, 784)
784          6.270270     0.0        0.0        (784, 785)
785          6.278278     0.0        0.0        (785, 786)
786          6.286286     0.0        0.0        (786, 787)
787          6.294294     0.0        0.0        (787, 788)
788          6.302302     0.0        0.0        (788, 789)
789          6.310310     0.0        0.0        (789, 790)
790          6.318318     0.0        0.0        (790, 791)
791          6.326326     0.0        0.0        (791, 792)
792          6.334334     0.0        0.0        (792, 793)
793          6.342342     0.0        0.0        (793, 794)
794          6.350350     0.0        0.0        (794, 795)
795          6.358358     0.0        0.0        (795, 796)
796          6.366366     0.0        0.0        (796, 797)
797          6.374374     0.0        0.0        (797, 798)
798          6.382382     0.0        0.0        (798, 799)
799          6.390390     0.0        0.0        (799, 800)
800          6.398398     0.0        0.0        (800, 801)
801          6.406406     0.0        0.0        (801, 802)
802          6.414414     0.0        0.0        (802, 803)
803          6.422422     0.0        0.0        (803, 804)
804          6.430430     0.0        0.0        (804, 805)
805          6.438438     0.0        0.0        (805, 806)
806          6.446446     0.0        0.0        (806, 807)
807          6.454454     0.0        0.0        (807, 808)
808          6.462462     0.0        0.0        (808, 809)
809          6.470470     0.0        0.0        (809, 810)
810          6.478478     0.0        0.0        (810, 811)
811          6.486486     0.0        0.0        (811, 812)
812          6.494494     0.0        0.0        (812, 813)
813          6.502503     0.0        0.0        (813, 814)
814          6.510511     0.0        0.0        (814, 815)
815          6.518519     0.0        0.0        (815, 816)
816          6.526527     0.0        0.0        (816, 817)
817          6.534535     0.0        0.0        (817, 818)
818          6.542543     0.0        0.0        (818, 819)
819          6.550551     0.0        0.0        (819, 820)
820          6.558559     0.0        0.0        (820, 821)
821          6.566567     0.0        0.0        (821, 822)
822          6.574575     0.0        0.0        (822, 823)
823          6.582583     0.0        0.0        (823, 824)
824          6.590591     0.0        0.0        (824, 825)
825          6.598599     0.0        0.0        (825, 826)
826          6.606607     0.0        0.0        (826, 827)
827          6.614615     0.0        0.0        (827, 828)
828          6.622623     0.0        0.0        (828, 829)
829          6.630631     0.0        0.0        (829, 830)
830          6.638639     0.0        0.0        (830, 831)
831          6.646647     0.0        0.0        (831, 832)
832          6.654655     0.0        0.0        (832, 833)
833          6.662663     0.0        0.0        (833, 834)
834          6.670671     0.0        0.0        (834, 835)
835          6.678679     0.0        0.0        (835, 836)
836          6.686687     0.0        0.0        (836, 837)
837          6.694695     0.0        0.0        (837, 838)
838          6.702703     0.0        0.0        (838, 839)
839          6.710711     0.0        0.0        (839, 840)
840          6.718719     0.0        0.0        (840, 841)
841          6.726727     0.0        0.0        (841, 842)
842          6.734735     0.0        0.0        (842, 843)
843          6.742743     0.0        0.0        (843, 844)
844          6.750751     0.0        0.0        (844, 845)
845          6.758759     0.0        0.0        (845, 846)
846          6.766767     0.0        0.0        (846, 847)
847          6.774775     0.0        0.0        (847, 848)
848          6.782783     0.0        0.0        (848, 849)
849          6.790791     0.0        0.0        (849, 850)
850          6.798799     0.0        0.0        (850, 851)
851          6.806807     0.0        0.0        (851, 852)
852          6.814815     0.0        0.0        (852, 853)
853          6.822823     0.0        0.0        (853, 854)
854          6.830831     0.0        0.0        (854, 855)
855          6.838839     0.0        0.0        (855, 856)
856          6.846847     0.0        0.0        (856, 857)
857          6.854855     0.0        0.0        (857, 858)
858          6.862863     0.0        0.0        (858, 859)
859          6.870871     0.0        0.0        (859, 860)
860          6.878879     0.0        0.0        (860, 861)
861          6.886887     0.0        0.0        (861, 862)
862          6.894895     0.0        0.0        (862, 863)
863          6.902903     0.0        0.0        (863, 864)
864          6.910911     0.0        0.0        (864, 865)
865          6.918919     0.0        0.0        (865, 866)
866          6.926927     0.0        0.0        (866, 867)
867          6.934935     0.0        0.0        (867, 868)
868          6.942943     0.0        0.0        (868, 869)
869          6.950951     0.0        0.0        (869, 870)
870          6.958959     0.0        0.0        (870, 871)
871          6.966967     0.0        0.0        (871, 872)
872          6.974975     0.0        0.0        (872, 873)
873          6.982983     0.0        0.0        (873, 874)
874          6.990991     0.0        0.0        (874, 875)
875          6.998999     0.0        0.0        (875, 876)
876          7.007007     0.0        0.0        (876, 877)
877          7.015015     0.0        0.0        (877, 878)
878          7.023023     0.0        0.0        (878, 879)
879          7.031031     0.0        0.0        (879, 880)
880          7.039039     0.0        0.0        (880, 881)
881          7.047047     0.0        0.0        (881, 882)
882          7.055055     0.0        0.0        (882, 883)
883          7.063063     0.0        0.0        (883, 884)
884          7.071071     0.0        0.0        (884, 885)
885          7.079079     0.0        0.0        (885, 886)
886          7.087087     0.0        0.0        (886, 887)
887          7.095095     0.0        0.0        (887, 888)
888          7.103103     0.0        0.0        (888, 889)
889          7.111111     0.0        0.0        (889, 890)
890          7.119119     0.0        0.0        (890, 891)
891          7.127127     0.0        0.0        (891, 892)
892          7.135135     0.0        0.0        (892, 893)
893          7.143143     0.0        0.0        (893, 894)
894          7.151151     0.0        0.0        (894, 895)
895          7.159159     0.0        0.0        (895, 896)
896          7.167167     0.0        0.0        (896, 897)
897          7.175175     0.0        0.0        (897, 898)
898          7.183183     0.0        0.0        (898, 899)
899          7.191191     0.0        0.0        (899, 900)
900          7.199199     0.0        0.0        (900, 901)
901          7.207207     0.0        0.0        (901, 902)
902          7.215215     0.0        0.0        (902, 903)
903          7.223223     0.0        0.0        (903, 904)
904          7.231231     0.0        0.0        (904, 905)
905          7.239239     0.0        0.0        (905, 906)
906          7.247247     0.0        0.0        (906, 907)
907          7.255255     0.0        0.0        (907, 908)
908          7.263263     0.0        0.0        (908, 909)
909          7.271271     0.0        0.0        (909, 910)
910          7.279279     0.0        0.0        (910, 911)
911          7.287287     0.0        0.0        (911, 912)
912          7.295295     0.0        0.0        (912, 913)
913          7.303303     0.0        0.0        (913, 914)
914          7.311311     0.0        0.0        (914, 915)
915          7.319319     0.0        0.0        (915, 916)
916          7.327327     0.0        0.0        (916, 917)
917          7.335335     0.0        0.0        (917, 918)
918          7.343343     0.0        0.0        (918, 919)
919          7.351351     0.0        0.0        (919, 920)
920          7.359359     0.0        0.0        (920, 921)
921          7.367367     0.0        0.0        (921, 922)
922          7.375375     0.0        0.0        (922, 923)
923          7.383383     0.0        0.0        (923, 924)
924          7.391391     0.0        0.0        (924, 925)
925          7.399399     0.0        0.0        (925, 926)
926          7.407407     0.0        0.0        (926, 927)
927          7.415415     0.0        0.0        (927, 928)
928          7.423423     0.0        0.0        (928, 929)
929          7.431431     0.0        0.0        (929, 930)
930          7.439439     0.0        0.0        (930, 931)
931          7.447447     0.0        0.0        (931, 932)
932          7.455455     0.0        0.0        (932, 933)
933          7.463463     0.0        0.0        (933, 934)
934          7.471471     0.0        0.0        (934, 935)
935          7.479479     0.0        0.0        (935, 936)
936          7.487487     0.0        0.0        (936, 937)
937          7.495495     0.0        0.0        (937, 938)
938          7.503504     0.0        0.0        (938, 939)
939          7.511512     0.0        0.0        (939, 940)
940          7.519520     0.0        0.0        (940, 941)
941          7.527528     0.0        0.0        (941, 942)
942          7.535536     0.0        0.0        (942, 943)
943          7.543544     0.0        0.0        (943, 944)
944          7.551552     0.0        0.0        (944, 945)
945          7.559560     0.0        0.0        (945, 946)
946          7.567568     0.0        0.0        (946, 947)
947          7.575576     0.0        0.0        (947, 948)
948          7.583584     0.0        0.0        (948, 949)
949          7.591592     0.0        0.0        (949, 950)
950          7.599600     0.0        0.0        (950, 951)
951          7.607608     0.0        0.0        (951, 952)
952          7.615616     0.0        0.0        (952, 953)
953          7.623624     0.0        0.0        (953, 954)
954          7.631632     0.0        0.0        (954, 955)
955          7.639640     0.0        0.0        (955, 956)
956          7.647648     0.0        0.0        (956, 957)
957          7.655656     0.0        0.0        (957, 958)
958          7.663664     0.0        0.0        (958, 959)
959          7.671672     0.0        0.0        (959, 960)
960          7.679680     0.0        0.0        (960, 961)
961          7.687688     0.0        0.0        (961, 962)
962          7.695696     0.0        0.0        (962, 963)
963          7.703704     0.0        0.0        (963, 964)
964          7.711712     0.0        0.0        (964, 965)
965          7.719720     0.0        0.0        (965, 966)
966          7.727728     0.0        0.0        (966, 967)
967          7.735736     0.0        0.0        (967, 968)
968          7.743744     0.0        0.0        (968, 969)
969          7.751752     0.0        0.0        (969, 970)
970          7.759760     0.0        0.0        (970, 971)
971          7.767768     0.0        0.0        (971, 972)
972          7.775776     0.0        0.0        (972, 973)
973          7.783784     0.0        0.0        (973, 974)
974          7.791792     0.0        0.0        (974, 975)
975          7.799800     0.0        0.0        (975, 976)
976          7.807808     0.0        0.0        (976, 977)
977          7.815816     0.0        0.0        (977, 978)
978          7.823824     0.0        0.0        (978, 979)
979          7.831832     0.0        0.0        (979, 980)
980          7.839840     0.0        0.0        (980, 981)
981          7.847848     0.0        0.0        (981, 982)
982          7.855856     0.0        0.0        (982, 983)
983          7.863864     0.0        0.0        (983, 984)
984          7.871872     0.0        0.0        (984, 985)
985          7.879880     0.0        0.0        (985, 986)
986          7.887888     0.0        0.0        (986, 987)
987          7.895896     0.0        0.0        (987, 988)
988          7.903904     0.0        0.0        (988, 989)
989          7.911912     0.0        0.0        (989, 990)
990          7.919920     0.0        0.0        (990, 991)
991          7.927928     0.0        0.0        (991, 992)
992          7.935936     0.0        0.0        (992, 993)
993          7.943944     0.0        0.0        (993, 994)
994          7.951952     0.0        0.0        (994, 995)
995          7.959960     0.0        0.0        (995, 996)
996          7.967968     0.0        0.0        (996, 997)
997          7.975976     0.0        0.0        (997, 998)
998          7.983984     0.0        0.0        (998, 999)
999          7.991992     0.0        0.0        (999, 1000)
1000         8.000000     0.0        0.0        -
