[mesh]
[node_ids]     [x]            [y]         [z]         [connectivity]      [element_type]           
91             7.788095       0.0         0.0         (91,92)             EulerBernoulliBeamElement
92             7.826168       0.0         0.0         (92,93)             EulerBernoulliBeamElement
93             7.860540       0.0         0.0         (93,94)             EulerBernoulliBeamElement
94             7.891177       0.0         0.0         (94,95)             EulerBernoulliBeamElement
95             7.918049       0.0         0.0         (95,96)             EulerBernoulliBeamElement
96             7.941131       0.0         0.0         (96,97)             EulerBernoulliBeamElement
97             7.960401       0.0         0.0         (97,98)             EulerBernoulliBeamElement
98             7.975838       0.0         0.0         (98,99)             EulerBernoulliBeamElement
99             7.987430       0.0         0.0         (99,100)            EulerBernoulliBeamElement
100            7.995164       0.0         0.0         (100,101)           EulerBernoulliBeamElement
101            7.999033       0.0         0.0         -                   -                        
