[Mesh]
[node_ids]     [x]            [y]         [z]         [connectivity]      [element_type]           
1              0.000000       0.0         0.0         (1,2)               EulerBernoulliBeamElement6DOF
2              0.007000       0.0         0.0         (2,3)               EulerBernoulliBeamElement6DOF
3              0.014000       0.0         0.0         (3,4)               EulerBernoulliBeamElement6DOF
4              0.021000       0.0         0.0         (4,5)               EulerBernoulliBeamElement6DOF
5              0.028000       0.0         0.0         (5,6)               EulerBernoulliBeamElement6DOF
6              0.035000       0.0         0.0         (6,7)               EulerBernoulliBeamElement6DOF
7              0.042000       0.0         0.0         (7,8)               EulerBernoulliBeamElement6DOF
8              0.049000       0.0         0.0         (8,9)               EulerBernoulliBeamElement6DOF
9              0.056000       0.0         0.0         (9,10)              EulerBernoulliBeamElement6DOF
10             0.063000       0.0         0.0         (10,11)             EulerBernoulliBeamElement6DOF
11             0.070000       0.0         0.0         (11,12)             EulerBernoulliBeamElement6DOF
12             0.077000       0.0         0.0         (12,13)             EulerBernoulliBeamElement6DOF
13             0.084000       0.0         0.0         (13,14)             EulerBernoulliBeamElement6DOF
14             0.091000       0.0         0.0         (14,15)             EulerBernoulliBeamElement6DOF
15             0.098000       0.0         0.0         (15,16)             EulerBernoulliBeamElement6DOF
16             0.105000       0.0         0.0         (16,17)             EulerBernoulliBeamElement6DOF
17             0.112000       0.0         0.0         (17,18)             EulerBernoulliBeamElement6DOF
18             0.119000       0.0         0.0         (18,19)             EulerBernoulliBeamElement6DOF
19             0.126000       0.0         0.0         (19,20)             EulerBernoulliBeamElement6DOF
20             0.133000       0.0         0.0         (20,21)             EulerBernoulliBeamElement6DOF
21             0.140000       0.0         0.0         (21,22)             EulerBernoulliBeamElement6DOF
22             0.147000       0.0         0.0         (22,23)             EulerBernoulliBeamElement6DOF
23             0.154000       0.0         0.0         (23,24)             EulerBernoulliBeamElement6DOF
24             0.161000       0.0         0.0         (24,25)             EulerBernoulliBeamElement6DOF
25             0.168000       0.0         0.0         (25,26)             EulerBernoulliBeamElement6DOF
26             0.175000       0.0         0.0         (26,27)             EulerBernoulliBeamElement6DOF
27             0.182000       0.0         0.0         (27,28)             EulerBernoulliBeamElement6DOF
28             0.189000       0.0         0.0         (28,29)             EulerBernoulliBeamElement6DOF
