Stiffness Matrix: global_K_cond

               0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
   0    1.23e+09    0.00e+00   -5.13e+08    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   1    0.00e+00    2.15e+06    0.00e+00   -1.25e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   2   -5.13e+08    0.00e+00    8.81e+08    0.00e+00   -3.68e+08    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   3    0.00e+00   -1.25e+06    0.00e+00    3.00e+06    0.00e+00   -1.75e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   4    0.00e+00    0.00e+00   -3.68e+08    0.00e+00    6.31e+08    0.00e+00   -2.63e+08    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   5    0.00e+00    0.00e+00    0.00e+00   -1.75e+06    0.00e+00    4.19e+06    0.00e+00   -2.44e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   6    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -2.63e+08    0.00e+00    4.52e+08    0.00e+00   -1.89e+08    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   7    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -2.44e+06    0.00e+00    5.85e+06    0.00e+00   -3.41e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   8    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -1.89e+08    0.00e+00    3.24e+08    0.00e+00   -1.35e+08    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
   9    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -3.41e+06    0.00e+00    8.16e+06    0.00e+00   -4.76e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
  10    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -1.35e+08    0.00e+00    2.32e+08    0.00e+00   -9.69e+07    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00
  11    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -4.76e+06    0.00e+00    1.14e+07    0.00e+00   -6.64e+06    0.00e+00    0.00e+00    0.00e+00    0.00e+00
  12    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -9.69e+07    0.00e+00    1.66e+08    0.00e+00   -6.94e+07    0.00e+00    0.00e+00    0.00e+00
  13    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -6.64e+06    0.00e+00    1.59e+07    0.00e+00   -9.26e+06    0.00e+00    0.00e+00
  14    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -6.94e+07    0.00e+00    1.19e+08    0.00e+00   -4.97e+07    0.00e+00
  15    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -9.26e+06    0.00e+00    2.22e+07    0.00e+00   -1.29e+07
  16    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -4.97e+07    0.00e+00    4.97e+07    0.00e+00
  17    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00    0.00e+00   -1.29e+07    0.00e+00    1.29e+07
