2025-06-15 21:13:18,575 [DEBUG] 📁 Log file created at: \\mull.sms.ed.ac.uk\home\s1834431\Win7\Desktop\fem_model\post_processing\results\job_0010_2025-06-15_21-13-12-698996_pid39132_b4fcff10\logs\ModifyGlobalSystem.log (Module: boundary_conditions, Line: 82)
2025-06-15 21:13:18,576 [INFO] 🔧 Applying stabilized boundary conditions... (Module: boundary_conditions, Line: 100)
2025-06-15 21:13:18,577 [DEBUG] Computed penalty value: 4.48e+51 (Module: boundary_conditions, Line: 126)
2025-06-15 21:13:18,579 [DEBUG] 
======================================== System Diagnostics ======================================== (Module: boundary_conditions, Line: 171)
2025-06-15 21:13:18,579 [DEBUG] Original Non-zeros: 1204
Modified Non-zeros: 1398
Penalty Value: 4.48e+51
Stabilization Factor: 4.48e+41 (Module: boundary_conditions, Line: 183)
2025-06-15 21:13:18,590 [DEBUG] 
Matrix Sample (COO format):
 Row  Col         Value
  74   80 -2.240011e+15
 552  558 -2.000000e+11
 276  276  4.480022e+41
  27   27  4.480022e+41
 502  502  4.480022e+41
 230  236 -2.240011e+15
  45   45  4.480022e+41
 225  219 -6.565378e+07
 300  306 -2.000000e+11
 181  175 -5.600112e+14
 217  211 -5.600112e+14
  81   75 -6.565378e+07
 200  206 -2.240011e+15
  67   61 -5.600112e+14
  33   33  4.480022e+41
 128  134 -2.240011e+15
 415  415  4.480022e+41
 588  594 -2.000000e+11
  69   63 -6.565378e+07
 173  173  4.480022e+41
 473  473  4.480022e+41
 483  483  4.480022e+41
 233  233  4.480022e+41
 110  104 -2.240011e+15
 506  506  4.480022e+41
  96   96  4.480022e+41
 380  380  4.480022e+41
 164  164  4.480022e+41
 139  145 -5.600112e+14
  12   18 -2.000000e+11
 387  381 -6.565378e+07
  79   73 -5.600112e+14
 188  188  4.480022e+41
 303  309 -6.565378e+07
 151  151  4.480022e+41
 147  147  4.480022e+41
 274  274  4.480022e+41
 417  423 -6.565378e+07
 198  198  4.480022e+41
 396  390 -2.000000e+11
 554  560 -2.240011e+15
 369  369  4.480022e+41
  21   27 -6.565378e+07
 528  522 -2.000000e+11
 535  541 -5.600112e+14
 133  139 -5.600112e+14
 409  415 -5.600112e+14
  52   52  4.480022e+41
  18   18  4.480022e+41
 594  600 -2.000000e+11
 204  210 -2.000000e+11
 368  368  4.480022e+41
 311  311  4.480022e+41
 422  428 -2.240011e+15
  48   54 -2.000000e+11
  75   69 -6.565378e+07
 177  171 -6.565378e+07
 461  461  4.480022e+41
 321  327 -6.565378e+07
 313  319 -5.600112e+14
 126  132 -2.000000e+11
 103  109 -5.600112e+14
 525  525  4.480022e+41
 201  195 -6.565378e+07
 360  360  4.480022e+41
 230  224 -2.240011e+15
 560  554 -2.240011e+15
  20   20  4.480022e+41
  63   63  4.480022e+41
  14   20 -2.240011e+15
 435  441 -6.565378e+07
 290  290  4.480022e+41
  81   87 -6.565378e+07
 522  516 -2.000000e+11
 522  528 -2.000000e+11
 497  497  4.480022e+41
 403  397 -5.600112e+14
  20   14 -2.240011e+15
  91   85 -5.600112e+14
 361  355 -5.600112e+14
 517  517  4.480022e+41
 309  309  4.480022e+41
 212  218 -2.240011e+15
 591  591  4.480022e+41
 568  568  4.480022e+41
 518  524 -2.240011e+15
 346  346  4.480022e+41
 163  163  4.480022e+41
 320  314 -2.240011e+15
 193  193  4.480022e+41
 551  551  4.480022e+41
 147  153 -6.565378e+07
 422  422  4.480022e+41
 104  104  4.480022e+41
 339  333 -6.565378e+07
 489  489  4.480022e+41
 267  267  4.480022e+41
 596  590 -2.240011e+15
 263  263  4.480022e+41
 555  549 -6.565378e+07
 121  121  4.480022e+41
 599  599  4.480022e+41
 398  398  4.480022e+41
 360  354 -2.000000e+11
 471  477 -6.565378e+07
 567  573 -6.565378e+07
  21   15 -6.565378e+07
  44   44  4.480022e+41
  26   32 -2.240011e+15
 195  201 -6.565378e+07
 351  351  4.480022e+41
 528  528  4.480022e+41
 291  291  4.480022e+41
 285  285  4.480022e+41
 516  522 -2.000000e+11
 391  385 -5.600112e+14
 486  492 -2.000000e+11
 320  320  4.480022e+41
 571  571  4.480022e+41
  97   91 -5.600112e+14
 558  558  4.480022e+41
 145  139 -5.600112e+14
 483  489 -6.565378e+07
 372  366 -2.000000e+11
 407  407  4.480022e+41
 524  524  4.480022e+41
 210  204 -2.000000e+11
 159  153 -6.565378e+07
 319  325 -5.600112e+14
 167  167  4.480022e+41
 127  127  4.480022e+41
 198  204 -2.000000e+11
 194  188 -2.240011e+15
 174  168 -2.000000e+11
 271  271  4.480022e+41
 419  419  4.480022e+41
 142  142  4.480022e+41
  45   51 -6.565378e+07
 238  238  4.480022e+41
 398  392 -2.240011e+15 (Module: boundary_conditions, Line: 195)
2025-06-15 21:13:18,591 [DEBUG] 
Condition Estimate: 1.0e+10 (Module: boundary_conditions, Line: 201)
2025-06-15 21:13:18,596 [INFO] ✅ Boundary conditions applied in 0.02s (Module: boundary_conditions, Line: 114)
