Local DOF,R_e Value
0,0.000000000000e+00
1,-1.166980189887e-06
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-3.349272037870e-07
6,0.000000000000e+00
7,-1.521277355602e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-3.801132254054e-07
