Local DOF,R_e Value
0,0.000000000000e+00
1,-3.952982645016e-06
2,-0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-5.960718488434e-07
6,0.000000000000e+00
7,-4.566715671264e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-6.372707262290e-07
