
# Element ID: 0
0.020922,0.033849,0.000000,0.000000,0.000000,-5.421551,0.010339,-0.040010,0.000000,0.000000,0.000000,-14.965544

# Element ID: 1
0.009538,0.049167,0.000000,0.000000,0.000000,-11.473541,0.020184,-0.050830,0.000000,0.000000,0.000000,-26.684970

# Element ID: 2
0.040507,0.050247,0.000000,0.000000,0.000000,-19.257392,0.048636,-0.054158,0.000000,0.000000,0.000000,-41.583381

# Element ID: 3
0.055076,0.065044,0.000000,0.000000,0.000000,-28.962420,0.055957,-0.068072,0.000000,0.000000,0.000000,-60.363936

# Element ID: 4
0.057391,0.069565,0.000000,0.000000,0.000000,-41.773192,0.056697,-0.067505,0.000000,0.000000,0.000000,-83.394150

# Element ID: 5
0.055490,0.072679,0.000000,0.000000,0.000000,-55.421040,0.054976,-0.076675,0.000000,0.000000,0.000000,-109.167841

# Element ID: 6
0.054204,0.078662,0.000000,0.000000,0.000000,-72.566792,0.053313,-0.072530,0.000000,0.000000,0.000000,-139.692614

# Element ID: 7
0.051126,0.051786,0.000000,0.000000,0.000000,-90.332284,0.050545,-0.068949,0.000000,0.000000,0.000000,-168.262672

# Element ID: 8
0.050431,0.072414,0.000000,0.000000,0.000000,-109.670749,0.050531,-0.052201,0.000000,0.000000,0.000000,-204.011237

# Element ID: 9
0.060419,-0.080246,0.000000,0.000000,0.000000,-137.969509,0.117108,0.503760,0.000000,0.000000,0.000000,-186.138410
