[Grid]
[node_id]   [x]         [y]       [z]
0          0.000000   0.0      0.0      
1          0.239382   0.0      0.0      
2          0.478763   0.0      0.0      
3          0.718145   0.0      0.0      
4          0.957527   0.0      0.0      
5          1.196908   0.0      0.0      
6          1.436290   0.0      0.0      
7          1.675671   0.0      0.0      
8          1.915053   0.0      0.0      
9          2.154435   0.0      0.0      
