[Grid]
[node_id]   [x]         [y]       [z]
0          0.000000   0.0      0.0      
1          0.030917   0.0      0.0      
2          0.061835   0.0      0.0      
3          0.092752   0.0      0.0      
4          0.123669   0.0      0.0      
5          0.154587   0.0      0.0      
6          0.185504   0.0      0.0      
7          0.216421   0.0      0.0      
8          0.247339   0.0      0.0      
9          0.278256   0.0      0.0      
