Local DOF,R_e Value
0,0.000000000000e+00
1,-3.854178148927e-06
2,-0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-5.430073069262e-07
6,0.000000000000e+00
7,-4.409112893761e-06
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-5.708063155944e-07
