Local DOF,R_e Value
0,0.000000000000e+00
1,-1.409243428286e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-7.470092578682e-07
6,0.000000000000e+00
7,-1.483944354046e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-7.470092572489e-07
