Local DOF,R_e Value
0,0.000000000000e+00
1,-2.258134883070e-07
2,-0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-1.552467731756e-07
6,0.000000000000e+00
7,-4.015412407199e-07
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-2.030040449467e-07
