Local DOF,R_e Value
0,0.000000000000e+00
1,-2.230953608603e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-7.470092521008e-07
6,0.000000000000e+00
7,-2.305654533795e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-7.470092516851e-07
