Local DOF,R_e Value
0,0.000000000000e+00
1,-4.098476729467e-05
2,0.000000000000e+00
3,0.000000000000e+00
4,-0.000000000000e+00
5,-7.470092460187e-07
6,0.000000000000e+00
7,-4.173177654065e-05
8,0.000000000000e+00
9,0.000000000000e+00
10,-0.000000000000e+00
11,-7.470092459451e-07
