Element ID,Local DOF,Global DOF,Fixed(1)/Free(0) Flag,Zero(1)/Non-zero(0) Flag,Active(1)/Inactive(0) Flag,Condensed DOF,Reconstructed Global DOF
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, 1, 2, 3, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00017856785721428423, 0.0, 0.0, 0.0, 0.0]"
