[Grid]
[node_id]   [x]         [y]       [z]
0          0.000000   0.0      0.0      
1          0.018534   0.0      0.0      
2          0.037069   0.0      0.0      
3          0.055603   0.0      0.0      
4          0.074138   0.0      0.0      
5          0.092672   0.0      0.0      
6          0.111207   0.0      0.0      
7          0.129741   0.0      0.0      
8          0.148276   0.0      0.0      
9          0.166810   0.0      0.0      
