Row,Col,K Value
0,0,2000000000.0000005
0,6,-2000000000.0000005
1,1,560011200.0000002
1,7,-560011200.0000002
2,2,2240011200.0000005
2,8,-2240011200.0000005
3,3,656537.8050000002
3,9,-656537.8050000002
6,0,-2000000000.0000005
6,6,2000000000.0000005
7,1,-560011200.0000002
7,7,560011200.0000002
8,2,-2240011200.0000005
8,8,2240011200.0000005
9,3,-656537.8050000002
9,9,656537.8050000002
